ticket,symbol,timeframe,direction,entry_price,sl,tp,lot,source,atr,entry_time,exit_time,exit_price,result,pnl,pips
2792744810,XAUUSD,,BUY,4620.974,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:56,,,OPEN,,
2792744818,XAUUSD,,BUY,4620.974,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:56,,,OPEN,,
2792744846,XAUUSD,,BUY,4620.974,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2792744868,XAUUSD,,BUY,4620.974,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2792744878,XAUUSD,,BUY,4620.974,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2792744889,XAUUSD,,BUY,4620.974,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2792744912,XAUUSD,,BUY,4621.035,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2792744927,XAUUSD,,BUY,4621.035,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2792744945,XAUUSD,,BUY,4621.104,4597.30082,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 19:11:57,,,OPEN,,
2793071282,XAUUSD,,SELL,4599.752,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:48,,,OPEN,,
2793071298,XAUUSD,,SELL,4599.752,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:48,,,OPEN,,
2793071315,XAUUSD,,SELL,4599.727,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:48,,,OPEN,,
2793071327,XAUUSD,,SELL,4599.928,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:48,,,OPEN,,
2793071343,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071359,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071395,XAUUSD,,SELL,4599.797,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071406,XAUUSD,,SELL,4599.797,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071413,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071436,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071455,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071463,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:49,,,OPEN,,
2793071473,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:50,,,OPEN,,
2793071499,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:50,,,OPEN,,
2793071520,XAUUSD,,SELL,4599.958,4620.31366,4570.29245,0.01,TraderAI-Bot,0.0,2026-03-19 19:40:50,,,OPEN,,
2793195122,XAUUSD,,SELL,4551.166,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:24,,,OPEN,,
2793195187,XAUUSD,,SELL,4550.816,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:24,,,OPEN,,
2793195220,XAUUSD,,SELL,4550.816,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:24,,,OPEN,,
2793195253,XAUUSD,,SELL,4550.816,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195301,XAUUSD,,SELL,4550.708,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195612,XAUUSD,,SELL,4550.226,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195676,XAUUSD,,SELL,4550.455,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195726,XAUUSD,,SELL,4550.455,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195790,XAUUSD,,SELL,4550.54,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195824,XAUUSD,,SELL,4550.47,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195869,XAUUSD,,SELL,4550.227,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:25,,,OPEN,,
2793195923,XAUUSD,,SELL,4550.51,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:26,,,OPEN,,
2793195985,XAUUSD,,SELL,4550.71,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:26,,,OPEN,,
2793196073,XAUUSD,,SELL,4551.569,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:26,,,OPEN,,
2793196119,XAUUSD,,SELL,4551.64,4578.4278,4512.3996,0.01,TraderAI-Bot,0.0,2026-03-19 19:46:26,,,OPEN,,
2793377823,XAUUSD,,SELL,4576.036,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:37,,,OPEN,,
2793377832,XAUUSD,,SELL,4576.036,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:37,,,OPEN,,
2793377848,XAUUSD,,SELL,4575.953,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:37,,,OPEN,,
2793377881,XAUUSD,,SELL,4576.707,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793377924,XAUUSD,,SELL,4576.872,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793377948,XAUUSD,,SELL,4576.872,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793378026,XAUUSD,,SELL,4576.968,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793378053,XAUUSD,,SELL,4577.315,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793378075,XAUUSD,,SELL,4577.315,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793378093,XAUUSD,,SELL,4577.315,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793378110,XAUUSD,,SELL,4577.315,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:38,,,OPEN,,
2793378149,XAUUSD,,SELL,4577.171,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:39,,,OPEN,,
2793378167,XAUUSD,,SELL,4577.171,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:39,,,OPEN,,
2793378187,XAUUSD,,SELL,4577.171,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:39,,,OPEN,,
2793378210,XAUUSD,,SELL,4577.033,4603.24376,4535.56132,0.01,TraderAI-Bot,0.0,2026-03-19 19:56:39,,,OPEN,,
2793468246,XAUUSD,,SELL,4533.186,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:15,,,OPEN,,
2793468402,XAUUSD,,SELL,4532.83,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:15,,,OPEN,,
2793468613,XAUUSD,,SELL,4532.788,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:15,,,OPEN,,
2793468695,XAUUSD,,SELL,4532.542,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:15,,,OPEN,,
2793468824,XAUUSD,,SELL,4532.235,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:15,,,OPEN,,
2793468865,XAUUSD,,SELL,4532.235,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793468912,XAUUSD,,SELL,4532.389,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793468957,XAUUSD,,SELL,4532.784,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793469049,XAUUSD,,SELL,4532.39,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793469115,XAUUSD,,SELL,4531.972,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793469159,XAUUSD,,SELL,4532.195,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793469263,XAUUSD,,SELL,4532.165,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:16,,,OPEN,,
2793469314,XAUUSD,,SELL,4532.136,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:18,,,OPEN,,
2793469850,XAUUSD,,SELL,4526.052,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:18,,,OPEN,,
2793470250,XAUUSD,,SELL,4525.653,4573.62103,4494.72162,0.01,TraderAI-Bot,0.0,2026-03-19 20:02:18,,,OPEN,,
2793677278,XAUUSD,,BUY,4542.21,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:55,,,OPEN,,
2793677296,XAUUSD,,BUY,4542.364,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677311,XAUUSD,,BUY,4542.91,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677329,XAUUSD,,BUY,4542.91,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677374,XAUUSD,,BUY,4542.843,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677398,XAUUSD,,BUY,4542.843,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677418,XAUUSD,,BUY,4542.929,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677430,XAUUSD,,BUY,4542.929,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:56,,,OPEN,,
2793677452,XAUUSD,,BUY,4543.168,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793677480,XAUUSD,,BUY,4543.195,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793677493,XAUUSD,,BUY,4543.195,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793677508,XAUUSD,,BUY,4543.195,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793677539,XAUUSD,,BUY,4543.353,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793677564,XAUUSD,,BUY,4543.349,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793677581,XAUUSD,,BUY,4543.286,4494.0659,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 20:13:57,,,OPEN,,
2793852351,XAUUSD,,SELL,4559.665,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:05,,,OPEN,,
2793852372,XAUUSD,,SELL,4559.665,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:05,,,OPEN,,
2793852395,XAUUSD,,SELL,4559.339,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:05,,,OPEN,,
2793852450,XAUUSD,,SELL,4559.339,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:05,,,OPEN,,
2793852545,XAUUSD,,SELL,4559.528,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:05,,,OPEN,,
2793852562,XAUUSD,,SELL,4559.528,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:06,,,OPEN,,
2793852667,XAUUSD,,SELL,4558.262,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:06,,,OPEN,,
2793852732,XAUUSD,,SELL,4557.869,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:06,,,OPEN,,
2793852756,XAUUSD,,SELL,4557.974,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:06,,,OPEN,,
2793852792,XAUUSD,,SELL,4557.974,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:06,,,OPEN,,
2793852825,XAUUSD,,SELL,4558.068,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:07,,,OPEN,,
2793852841,XAUUSD,,SELL,4558.068,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:07,,,OPEN,,
2793852881,XAUUSD,,SELL,4558.395,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:07,,,OPEN,,
2793852934,XAUUSD,,SELL,4558.704,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:07,,,OPEN,,
2793852970,XAUUSD,,SELL,4558.569,4599.15793,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:26:07,,,OPEN,,
2794314903,XAUUSD,,SELL,4596.284,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:11,,,OPEN,,
2794314988,XAUUSD,,SELL,4596.586,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:12,,,OPEN,,
2794315168,XAUUSD,,SELL,4596.586,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:12,,,OPEN,,
2794315225,XAUUSD,,SELL,4596.383,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:12,,,OPEN,,
2794315240,XAUUSD,,SELL,4596.456,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:12,,,OPEN,,
2794315265,XAUUSD,,SELL,4596.456,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:12,,,OPEN,,
2794315362,XAUUSD,,SELL,4596.889,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:13,,,OPEN,,
2794315431,XAUUSD,,SELL,4596.889,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:13,,,OPEN,,
2794315477,XAUUSD,,SELL,4596.889,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:13,,,OPEN,,
2794315544,XAUUSD,,SELL,4597.133,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:13,,,OPEN,,
2794315597,XAUUSD,,SELL,4596.798,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:13,,,OPEN,,
2794315765,XAUUSD,,SELL,4597.858,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:14,,,OPEN,,
2794316093,XAUUSD,,SELL,4598.155,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:14,,,OPEN,,
2794316290,XAUUSD,,SELL,4598.406,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:14,,,OPEN,,
2794316399,XAUUSD,,SELL,4598.143,4638.36011,4502.61,0.01,TraderAI-Bot,0.0,2026-03-19 20:55:14,,,OPEN,,
2794455668,XAUUSD,,BUY,4629.33,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:36,,,OPEN,,
2794455701,XAUUSD,,BUY,4629.268,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:36,,,OPEN,,
2794455731,XAUUSD,,BUY,4629.106,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:36,,,OPEN,,
2794455742,XAUUSD,,BUY,4629.165,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:36,,,OPEN,,
2794455769,XAUUSD,,BUY,4628.797,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:36,,,OPEN,,
2794455789,XAUUSD,,BUY,4628.734,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:37,,,OPEN,,
2794455815,XAUUSD,,BUY,4629.127,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:37,,,OPEN,,
2794455836,XAUUSD,,BUY,4629.267,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:37,,,OPEN,,
2794455856,XAUUSD,,BUY,4629.378,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:37,,,OPEN,,
2794455875,XAUUSD,,BUY,4629.18,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:37,,,OPEN,,
2794455927,XAUUSD,,BUY,4628.893,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:37,,,OPEN,,
2794456017,XAUUSD,,BUY,4628.421,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:38,,,OPEN,,
2794456071,XAUUSD,,BUY,4627.414,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:38,,,OPEN,,
2794456137,XAUUSD,,BUY,4627.579,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:38,,,OPEN,,
2794456181,XAUUSD,,BUY,4627.671,4588.32052,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:05:38,,,OPEN,,
2794617352,XAUUSD,,SELL,4610.626,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617422,XAUUSD,,SELL,4611.187,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617476,XAUUSD,,SELL,4610.894,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617503,XAUUSD,,SELL,4610.691,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617585,XAUUSD,,SELL,4611.343,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617610,XAUUSD,,SELL,4611.188,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617692,XAUUSD,,SELL,4611.354,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:04,,,OPEN,,
2794617879,XAUUSD,,SELL,4612.66,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794617915,XAUUSD,,SELL,4612.911,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794617952,XAUUSD,,SELL,4613.168,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794618003,XAUUSD,,SELL,4613.609,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794618033,XAUUSD,,SELL,4614.032,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794618108,XAUUSD,,SELL,4614.026,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794618166,XAUUSD,,SELL,4613.993,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2794618216,XAUUSD,,SELL,4614.434,4653.95193,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 21:18:05,,,OPEN,,
2795012994,XAUUSD,,BUY,4619.298,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:43,,,OPEN,,
2795013136,XAUUSD,,BUY,4620.162,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:43,,,OPEN,,
2795013188,XAUUSD,,BUY,4619.718,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:43,,,OPEN,,
2795013272,XAUUSD,,BUY,4620.011,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:43,,,OPEN,,
2795013317,XAUUSD,,BUY,4620.011,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:43,,,OPEN,,
2795013379,XAUUSD,,BUY,4620.146,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:43,,,OPEN,,
2795013418,XAUUSD,,BUY,4620.307,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013449,XAUUSD,,BUY,4620.301,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013467,XAUUSD,,BUY,4620.301,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013568,XAUUSD,,BUY,4620.547,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013616,XAUUSD,,BUY,4620.234,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013640,XAUUSD,,BUY,4619.872,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013673,XAUUSD,,BUY,4620.068,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:44,,,OPEN,,
2795013715,XAUUSD,,BUY,4619.972,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:45,,,OPEN,,
2795013735,XAUUSD,,BUY,4620.247,4586.35348,4699.616,0.01,TraderAI-Bot,0.0,2026-03-19 21:51:45,,,OPEN,,
2795130499,XAUUSD,,SELL,4605.763,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:48,,,OPEN,,
2795130522,XAUUSD,,SELL,4605.878,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:48,,,OPEN,,
2795130529,XAUUSD,,SELL,4605.878,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:48,,,OPEN,,
2795130541,XAUUSD,,SELL,4605.686,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:48,,,OPEN,,
2795130551,XAUUSD,,SELL,4605.686,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:48,,,OPEN,,
2795130562,XAUUSD,,SELL,4605.658,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:48,,,OPEN,,
2795130579,XAUUSD,,SELL,4605.73,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130598,XAUUSD,,SELL,4606.205,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130610,XAUUSD,,SELL,4606.217,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130633,XAUUSD,,SELL,4606.375,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130648,XAUUSD,,SELL,4606.379,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130663,XAUUSD,,SELL,4606.307,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130680,XAUUSD,,SELL,4606.489,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:49,,,OPEN,,
2795130689,XAUUSD,,SELL,4606.489,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:50,,,OPEN,,
2795130713,XAUUSD,,SELL,4605.814,4638.36185,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:01:50,,,OPEN,,
2795241930,XAUUSD,,SELL,4613.401,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:46,,,OPEN,,
2795241951,XAUUSD,,SELL,4613.175,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:46,,,OPEN,,
2795241966,XAUUSD,,SELL,4613.252,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:46,,,OPEN,,
2795241976,XAUUSD,,SELL,4613.252,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:46,,,OPEN,,
2795241987,XAUUSD,,SELL,4613.252,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:46,,,OPEN,,
2795242005,XAUUSD,,SELL,4613.396,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242014,XAUUSD,,SELL,4613.354,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242032,XAUUSD,,SELL,4613.498,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242045,XAUUSD,,SELL,4613.781,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242066,XAUUSD,,SELL,4614.082,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242105,XAUUSD,,SELL,4614.512,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242118,XAUUSD,,SELL,4614.512,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242139,XAUUSD,,SELL,4613.992,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:47,,,OPEN,,
2795242161,XAUUSD,,SELL,4613.701,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:48,,,OPEN,,
2795242175,XAUUSD,,SELL,4613.909,4643.98634,4538.624,0.01,TraderAI-Bot,0.0,2026-03-19 22:10:48,,,OPEN,,
2795779879,XAUUSD,,BUY,4608.191,4577.05224,4649.163,0.01,TraderAI-Bot,0.0,2026-03-19 23:02:03,,,OPEN,,
