time,open,high,low,close,candle,body,wick_up,wick_down,pattern,rsi,ema20,ema50,macd,histogram,adx,atr,signal,score,sl,tp,tick_dir,tick_bull%,ob_bias,ob_imbal,rt_bias,rt_score,spread,logged_at
2026-03-24 14:45:00,4412.346,4420.799,4408.088,4412.807,BULLISH,0.461,7.992,4.258,Doji,61.56,4395.44054,4395.28837,6.36304,4.93014,46.71,14.63278,WAIT,13.04,,,NEUTRAL,45.6,NEUTRAL,0.0,NEUTRAL,-0.065,0.364,2026-03-24 21:49:38
2026-03-24 14:50:00,4404.334,4433.862,4401.068,4430.712,BULLISH,26.378,3.15,3.266,,66.26,4398.06101,4396.35452,7.76041,5.17143,47.16,17.58028,WAIT,9.39,,,NEUTRAL,50.7,NEUTRAL,0.0,NEUTRAL,0.01,0.4,2026-03-24 21:54:33
2026-03-24 14:55:00,4425.134,4428.713,4414.766,4417.438,BEARISH,7.696,3.579,2.672,,59.94,4399.42872,4396.97244,7.90224,4.32136,49.59,17.09585,WAIT,6.34,,,NEUTRAL,48.5,NEUTRAL,0.0,NEUTRAL,-0.02,0.4,2026-03-24 21:59:31
2026-03-24 15:00:00,4415.802,4420.761,4404.165,4410.784,BEARISH,5.018,4.959,6.619,,56.29,4400.36731,4397.4516,7.63688,3.26596,50.86,18.13403,SELL,2.7,4428.91803,4229.44374,NEUTRAL,49.9,NEUTRAL,0.0,NEUTRAL,0.0,0.4,2026-03-24 22:04:29
2026-03-24 15:05:00,4411.231,4414.198,4403.587,4404.613,BEARISH,6.618,2.967,1.026,,52.99,4400.8063,4397.74759,6.97806,2.08058,51.46,17.13096,SELL,3.83,4421.74396,4233.30344,NEUTRAL,48.8,NEUTRAL,0.0,NEUTRAL,-0.02,0.364,2026-03-24 22:09:26
2026-03-24 15:10:00,4402.71,4410.996,4396.12,4407.389,BULLISH,4.679,3.607,6.59,,54.2,4401.2739,4398.05602,6.4648,1.27746,45.23,17.08475,WAIT,4.98,,,NEUTRAL,49.4,NEUTRAL,0.0,NEUTRAL,-0.01,0.4,2026-03-24 22:14:24
2026-03-24 15:15:00,4411.297,4415.077,4405.682,4412.101,BULLISH,0.804,2.976,5.615,Doji,56.19,4402.66136,4398.7626,6.73513,1.18546,41.33,16.25092,WAIT,5.18,,,NEUTRAL,49.4,NEUTRAL,0.0,NEUTRAL,-0.01,0.4,2026-03-24 22:19:15
2026-03-24 15:20:00,4409.078,4411.535,4403.059,4410.459,BULLISH,1.381,1.076,6.019,Spinning Top,55.26,4403.14161,4399.10655,6.29321,0.63369,36.24,15.21427,WAIT,6.69,,,NEUTRAL,50.6,NEUTRAL,0.0,NEUTRAL,0.01,0.4,2026-03-24 22:24:09
2026-03-24 15:25:00,4414.041,4420.437,4412.211,4415.976,BULLISH,1.935,4.461,1.83,Spinning Top,57.72,4404.66294,4399.89884,6.71939,0.80361,31.83,14.68868,WAIT,9.46,,,NEUTRAL,51.2,NEUTRAL,0.0,NEUTRAL,0.02,0.4,2026-03-24 22:29:04
2026-03-24 15:30:00,4412.901,4418.86,4409.667,4415.956,BULLISH,3.055,2.904,3.234,,57.63,4405.45963,4400.40661,6.55895,0.55583,28.48,14.03115,WAIT,6.88,,,NEUTRAL,52.5,NEUTRAL,0.0,NEUTRAL,0.035,0.364,2026-03-24 22:35:33
2026-03-24 15:35:00,4416.442,4427.441,4414.534,4424.557,BULLISH,8.115,2.884,1.908,,61.52,4407.32211,4401.37278,7.27809,1.01351,28.53,13.88126,WAIT,12.52,,,NEUTRAL,46.9,NEUTRAL,0.0,NEUTRAL,-0.045,0.4,2026-03-24 22:40:25
2026-03-24 15:40:00,4423.095,4428.823,4422.043,4424.182,BULLISH,1.087,4.641,1.052,Spinning Top,61.4,4408.80623,4402.2141,7.61007,1.0944,28.58,12.93443,WAIT,16.94,,,NEUTRAL,51.0,NEUTRAL,0.0,NEUTRAL,0.015,0.4,2026-03-24 22:45:17
2026-03-24 15:45:00,4424.572,4430.831,4419.866,4428.464,BULLISH,3.892,2.367,4.706,,63.34,4410.71554,4403.25975,8.23976,1.37378,26.88,12.67184,BUY,15.1,4415.79216,4555.18235,NEUTRAL,47.3,NEUTRAL,0.0,NEUTRAL,-0.04,0.364,2026-03-24 22:50:24
2026-03-24 15:50:00,4428.957,4430.493,4418.955,4420.824,BEARISH,8.133,1.536,1.869,,57.6,4411.72573,4403.9693,8.03675,0.92958,24.69,12.52066,WAIT,9.38,,,NEUTRAL,46.3,NEUTRAL,0.0,NEUTRAL,-0.055,0.4,2026-03-24 22:55:31
2026-03-24 15:55:00,4419.067,4419.584,4409.172,4410.426,BEARISH,8.641,0.517,1.254,,51.11,4411.45511,4404.1583,6.81725,-0.21019,25.05,12.29763,SELL,3.6,4422.72363,4287.44973,NEUTRAL,51.6,NEUTRAL,0.0,NEUTRAL,0.025,0.364,2026-03-24 22:59:18
