time,direction,entry,tp,sl,result,pnl_pts,pnl_usd,balance,prob,atr,adx
2026-02-02 12:35:00,SELL,4780.55,4772.55,4786.55,LOSS,-6.0,-6.25,654.5,0.6113,17.246,28.4
2026-02-02 12:45:00,SELL,4789.16,4781.16,4795.16,WIN,8.0,7.75,662.25,0.6043,18.901,34.4
2026-02-02 12:55:00,SELL,4794.22,4786.22,4800.22,WIN,8.0,7.75,670.0,0.6061,19.345,34.1
2026-02-02 15:35:00,SELL,4703.46,4695.46,4709.46,WIN,8.0,7.75,677.75,0.6326,34.613,23.6
2026-02-02 20:00:00,SELL,4674.81,4666.81,4680.81,LOSS,-6.0,-6.25,671.5,0.5941,20.748,24.4
2026-02-02 20:05:00,SELL,4694.34,4686.34,4700.34,WIN,8.0,7.75,679.25,0.6,21.768,23.1
2026-02-02 20:10:00,SELL,4692.56,4684.56,4698.56,WIN,8.0,7.75,687.0,0.6112,20.907,22.6
2026-02-02 20:25:00,SELL,4670.55,4662.55,4676.55,WIN,8.0,7.75,694.75,0.6065,21.515,22.1
2026-02-02 20:30:00,SELL,4666.36,4658.36,4672.36,LOSS,-6.0,-6.25,688.5,0.5784,20.809,23.0
2026-02-02 20:35:00,SELL,4669.96,4661.96,4675.96,LOSS,-6.0,-6.25,682.25,0.6058,19.977,22.7
2026-02-02 20:40:00,SELL,4680.55,4672.55,4686.55,WIN,8.0,7.75,690.0,0.6112,20.651,20.9
2026-02-03 07:50:00,SELL,4923.71,4915.71,4929.71,WIN,8.0,7.75,697.75,0.5796,13.767,60.0
2026-02-03 07:55:00,SELL,4917.1,4909.1,4923.1,WIN,8.0,7.75,705.5,0.5745,13.757,59.7
2026-02-03 08:20:00,SELL,4933.67,4925.67,4939.67,LOSS,-6.0,-6.25,699.25,0.5793,14.72,45.3
2026-02-03 08:30:00,SELL,4932.69,4924.69,4938.69,LOSS,-6.0,-6.25,693.0,0.5761,13.065,43.6
2026-02-03 08:35:00,SELL,4934.16,4926.16,4940.16,LOSS,-6.0,-6.25,686.75,0.5777,12.471,42.7
2026-02-03 08:40:00,SELL,4935.75,4927.75,4941.75,WIN,8.0,7.75,694.5,0.583,13.077,44.2
2026-02-03 08:45:00,SELL,4934.38,4926.38,4940.38,WIN,8.0,7.75,702.25,0.5839,12.473,44.0
2026-02-03 08:50:00,SELL,4932.37,4924.37,4938.37,WIN,8.0,7.75,710.0,0.5724,11.641,43.7
2026-02-04 14:15:00,SELL,5042.92,5034.92,5048.92,WIN,8.0,7.75,717.75,0.7534,13.819,20.2
2026-02-04 14:20:00,SELL,5036.49,5028.49,5042.49,WIN,8.0,7.75,725.5,0.7494,13.421,20.4
2026-02-04 14:25:00,SELL,5031.1,5023.1,5037.1,WIN,8.0,7.75,733.25,0.7341,13.199,22.4
2026-02-04 14:40:00,SELL,4995.95,4987.95,5001.95,WIN,8.0,7.75,741.0,0.6148,22.41,40.8
2026-02-04 14:45:00,SELL,5000.13,4992.13,5006.13,LOSS,-6.0,-6.25,734.75,0.615,23.362,45.1
2026-02-04 14:50:00,SELL,5011.41,5003.41,5017.41,WIN,8.0,7.75,742.5,0.6471,23.591,43.7
2026-02-04 15:00:00,SELL,4990.14,4982.14,4996.14,LOSS,-6.0,-6.25,736.25,0.6821,25.364,44.9
2026-02-04 15:05:00,SELL,4996.05,4988.05,5002.05,WIN,8.0,7.75,744.0,0.6781,24.326,43.1
2026-02-04 15:10:00,SELL,4990.14,4982.14,4996.14,WIN,8.0,7.75,751.75,0.6729,23.587,42.6
2026-02-04 15:35:00,SELL,4913.06,4905.06,4919.06,LOSS,-6.0,-6.25,745.5,0.5779,29.745,55.4
2026-02-04 15:40:00,SELL,4944.21,4936.21,4950.21,WIN,8.0,7.75,753.25,0.6399,31.344,54.8
2026-02-04 15:45:00,SELL,4937.47,4929.47,4943.47,WIN,8.0,7.75,761.0,0.619,29.619,53.8
2026-02-04 15:55:00,SELL,4920.49,4912.49,4926.49,WIN,8.0,7.75,768.75,0.5757,29.498,53.0
2026-02-04 16:00:00,SELL,4910.43,4902.43,4916.43,LOSS,-6.0,-6.25,762.5,0.5714,29.261,53.8
2026-02-04 16:05:00,SELL,4921.96,4913.96,4927.96,LOSS,-6.0,-6.25,756.25,0.572,27.881,54.0
2026-02-04 16:10:00,SELL,4931.98,4923.98,4937.98,WIN,8.0,7.75,764.0,0.6161,27.434,50.9
2026-02-04 16:30:00,SELL,4924.92,4916.92,4930.92,WIN,8.0,7.75,771.75,0.6277,26.466,42.6
2026-02-04 16:35:00,SELL,4910.31,4902.31,4916.31,WIN,8.0,7.75,779.5,0.5774,25.579,40.2
2026-02-04 16:50:00,SELL,4902.03,4894.03,4908.03,WIN,8.0,7.75,787.25,0.6129,28.823,43.2
2026-02-04 17:00:00,SELL,4914.71,4906.71,4920.71,WIN,8.0,7.75,795.0,0.6583,26.267,43.0
2026-02-04 17:05:00,SELL,4904.55,4896.55,4910.55,LOSS,-6.0,-6.25,788.75,0.6298,25.522,42.4
2026-02-04 17:10:00,SELL,4921.29,4913.29,4927.29,WIN,8.0,7.75,796.5,0.6592,25.444,40.2
2026-02-04 17:25:00,SELL,4917.19,4909.19,4923.19,LOSS,-6.0,-6.25,790.25,0.6592,25.029,36.4
2026-02-04 17:30:00,SELL,4921.1,4913.1,4927.1,WIN,8.0,7.75,798.0,0.6589,23.846,33.7
2026-02-04 17:40:00,SELL,4907.72,4899.72,4913.72,WIN,8.0,7.75,805.75,0.655,22.481,32.5
2026-02-04 17:45:00,SELL,4899.8,4891.8,4905.8,LOSS,-6.0,-6.25,799.5,0.6216,21.341,33.0
2026-02-04 17:50:00,SELL,4898.29,4890.29,4904.29,LOSS,-6.0,-6.25,793.25,0.6115,20.023,33.6
2026-02-04 17:55:00,SELL,4898.18,4890.18,4904.18,WIN,8.0,7.75,801.0,0.6146,19.174,33.4
2026-02-04 19:15:00,SELL,4938.27,4930.27,4944.27,WIN,8.0,7.75,808.75,0.636,16.493,21.7
2026-02-04 20:30:00,SELL,4928.09,4920.09,4934.09,LOSS,-6.0,-6.25,802.5,0.6474,13.631,21.9
2026-02-04 20:35:00,SELL,4948.14,4940.14,4954.14,WIN,8.0,7.75,810.25,0.6894,14.715,20.5
2026-02-04 20:40:00,SELL,4942.6,4934.6,4948.6,WIN,8.0,7.75,818.0,0.6908,14.046,20.1
2026-02-05 09:00:00,SELL,4884.23,4876.23,4890.23,WIN,8.0,7.75,825.75,0.5993,15.805,25.6
2026-02-05 09:05:00,SELL,4879.56,4871.56,4885.56,WIN,8.0,7.75,833.5,0.593,15.622,31.1
2026-02-05 09:35:00,SELL,4886.72,4878.72,4892.72,WIN,8.0,7.75,841.25,0.5918,15.884,41.3
2026-02-05 09:40:00,SELL,4890.03,4882.03,4896.03,WIN,8.0,7.75,849.0,0.6298,15.513,39.0
2026-02-05 09:45:00,SELL,4882.38,4874.38,4888.38,WIN,8.0,7.75,856.75,0.5704,15.08,36.0
2026-02-05 11:20:00,SELL,4890.51,4882.51,4896.51,WIN,8.0,7.75,864.5,0.6142,11.645,22.5
2026-02-05 11:25:00,SELL,4892.04,4884.04,4898.04,WIN,8.0,7.75,872.25,0.6191,10.877,23.6
2026-02-05 11:30:00,SELL,4887.52,4879.52,4893.52,WIN,8.0,7.75,880.0,0.6261,11.02,21.2
2026-02-05 12:35:00,SELL,4861.48,4853.48,4867.48,WIN,8.0,7.75,887.75,0.5726,18.837,28.4
2026-02-05 12:45:00,SELL,4864.62,4856.62,4870.62,WIN,8.0,7.75,895.5,0.5937,19.296,22.8
2026-02-05 12:50:00,SELL,4859.06,4851.06,4865.06,WIN,8.0,7.75,903.25,0.5906,18.327,20.9
2026-02-05 12:55:00,SELL,4854.02,4846.02,4860.02,WIN,8.0,7.75,911.0,0.5914,18.984,20.7
2026-02-05 13:05:00,SELL,4825.75,4817.75,4831.75,LOSS,-6.0,-6.25,904.75,0.5888,22.284,27.8
2026-02-05 13:10:00,SELL,4826.11,4818.11,4832.11,LOSS,-6.0,-6.25,898.5,0.5855,22.099,27.8
2026-02-05 13:15:00,SELL,4836.76,4828.76,4842.76,LOSS,-6.0,-6.25,892.25,0.6175,22.062,26.4
2026-02-05 13:20:00,SELL,4857.15,4849.15,4863.15,WIN,8.0,7.75,900.0,0.6647,22.46,23.1
2026-02-05 15:35:00,SELL,4834.81,4826.81,4840.81,WIN,8.0,7.75,907.75,0.6892,24.448,20.3
2026-02-05 15:45:00,SELL,4815.31,4807.31,4821.31,LOSS,-6.0,-6.25,901.5,0.6653,23.439,21.5
2026-02-05 16:45:00,SELL,4884.18,4876.18,4890.18,LOSS,-6.0,-6.25,895.25,0.5832,19.366,39.0
2026-02-05 16:50:00,SELL,4903.35,4895.35,4909.35,WIN,8.0,7.75,903.0,0.6013,19.808,43.9
2026-02-05 16:55:00,SELL,4888.79,4880.79,4894.79,WIN,8.0,7.75,910.75,0.5911,19.737,48.2
2026-02-05 19:05:00,SELL,4859.74,4851.74,4865.74,WIN,8.0,7.75,918.5,0.6442,14.471,27.3
2026-02-05 19:10:00,SELL,4851.2,4843.2,4857.2,LOSS,-6.0,-6.25,912.25,0.6239,14.178,28.8
2026-02-05 19:15:00,SELL,4853.56,4845.56,4859.56,WIN,8.0,7.75,920.0,0.6351,13.321,30.9
2026-02-05 19:25:00,SELL,4851.29,4843.29,4857.29,WIN,8.0,7.75,927.75,0.6157,12.144,30.7
2026-02-05 20:05:00,SELL,4834.42,4826.42,4840.42,LOSS,-6.0,-6.25,921.5,0.6016,14.355,51.1
2026-02-05 20:10:00,SELL,4833.1,4825.1,4839.1,WIN,8.0,7.75,929.25,0.5996,14.517,49.0
2026-02-06 07:00:00,SELL,4839.51,4831.51,4845.51,LOSS,-6.0,-6.25,923.0,0.6311,15.37,21.9
2026-02-06 07:05:00,SELL,4845.44,4837.44,4851.44,LOSS,-6.0,-6.25,916.75,0.6367,14.392,21.2
2026-02-06 08:30:00,SELL,4879.87,4871.87,4885.87,WIN,8.0,7.75,924.5,0.5859,11.651,24.9
2026-02-06 08:50:00,SELL,4861.43,4853.43,4867.43,WIN,8.0,7.75,932.25,0.5713,11.248,21.1
2026-02-09 09:15:00,SELL,5026.2,5018.2,5032.2,WIN,8.0,7.75,940.0,0.5303,7.861,37.1
2026-02-09 09:20:00,SELL,5024.78,5016.78,5030.78,WIN,8.0,7.75,947.75,0.531,7.369,36.5
2026-02-09 09:25:00,SELL,5024.17,5016.17,5030.17,WIN,8.0,7.75,955.5,0.5236,7.788,32.0
2026-02-09 14:00:00,BUY,5009.61,5017.61,5003.61,WIN,8.0,7.75,963.25,0.6625,9.444,29.5
2026-02-09 15:15:00,BUY,5027.21,5035.21,5021.21,WIN,8.0,7.75,971.0,0.6256,9.026,32.1
2026-02-09 18:10:00,BUY,5058.17,5066.17,5052.17,LOSS,-6.0,-6.25,964.75,0.5269,7.617,40.9
2026-02-09 18:15:00,BUY,5051.93,5059.93,5045.93,LOSS,-6.0,-6.25,958.5,0.6269,7.765,41.8
2026-02-09 18:20:00,BUY,5050.06,5058.06,5044.06,WIN,8.0,7.75,966.25,0.6419,8.416,44.3
2026-02-09 18:30:00,BUY,5054.9,5062.9,5048.9,WIN,8.0,7.75,974.0,0.631,8.194,48.0
2026-02-09 18:40:00,BUY,5056.08,5064.08,5050.08,WIN,8.0,7.75,981.75,0.6236,7.217,45.1
2026-02-09 18:45:00,BUY,5055.58,5063.58,5049.58,WIN,8.0,7.75,989.5,0.6231,7.133,45.0
2026-02-09 18:50:00,BUY,5055.8,5063.8,5049.8,WIN,8.0,7.75,997.25,0.6137,6.718,44.8
2026-02-09 18:55:00,BUY,5062.89,5070.89,5056.89,WIN,8.0,7.75,1005.0,0.5672,6.94,39.5
2026-02-10 07:00:00,BUY,5029.14,5037.14,5023.14,LOSS,-6.0,-6.25,998.75,0.5381,7.765,26.9
2026-02-10 07:05:00,BUY,5028.76,5036.76,5022.76,LOSS,-6.0,-6.25,992.5,0.5338,7.114,28.4
2026-02-10 07:10:00,BUY,5029.02,5037.02,5023.02,LOSS,-6.0,-6.25,986.25,0.5377,6.916,26.5
2026-02-10 07:15:00,BUY,5030.24,5038.24,5024.24,LOSS,-6.0,-6.25,980.0,0.531,6.541,25.3
2026-02-10 07:20:00,BUY,5022.4,5030.4,5016.4,WIN,8.0,7.75,987.75,0.5602,7.009,27.4
2026-02-10 07:25:00,BUY,5025.1,5033.1,5019.1,WIN,8.0,7.75,995.5,0.5394,7.067,29.7
2026-02-10 07:30:00,BUY,5028.89,5036.89,5022.89,WIN,8.0,7.75,1003.25,0.5318,7.084,27.7
2026-02-10 07:35:00,BUY,5028.07,5036.07,5022.07,WIN,8.0,7.75,1011.0,0.5358,7.271,24.2
2026-02-10 07:40:00,BUY,5028.96,5036.96,5022.96,WIN,8.0,7.75,1018.75,0.5291,7.052,21.2
2026-02-10 12:40:00,BUY,5029.72,5037.72,5023.72,LOSS,-6.0,-6.25,1012.5,0.5435,7.888,21.4
2026-02-10 13:00:00,BUY,5030.19,5038.19,5024.19,WIN,8.0,7.75,1020.25,0.7812,8.492,34.7
2026-02-10 13:05:00,BUY,5034.42,5042.42,5028.42,WIN,8.0,7.75,1028.0,0.7801,8.455,33.8
2026-02-10 13:20:00,BUY,5038.92,5046.92,5032.92,WIN,8.0,7.75,1035.75,0.5783,8.245,23.6
2026-02-10 13:25:00,BUY,5037.64,5045.64,5031.64,WIN,8.0,7.75,1043.5,0.7547,7.914,22.7
2026-02-10 16:15:00,BUY,5017.99,5025.99,5011.99,LOSS,-6.0,-6.25,1037.25,0.5712,11.607,40.7
2026-02-10 16:25:00,BUY,5009.98,5017.98,5003.98,WIN,8.0,7.75,1045.0,0.6036,11.488,41.0
2026-02-10 16:30:00,BUY,5018.34,5026.34,5012.34,WIN,8.0,7.75,1052.75,0.5968,11.631,39.8
2026-02-10 16:35:00,BUY,5019.29,5027.29,5013.29,WIN,8.0,7.75,1060.5,0.5965,10.891,37.3
2026-02-10 16:40:00,BUY,5021.9,5029.9,5015.9,WIN,8.0,7.75,1068.25,0.578,10.469,36.2
2026-02-10 16:45:00,BUY,5017.66,5025.66,5011.66,WIN,8.0,7.75,1076.0,0.5939,10.285,32.9
2026-02-10 16:50:00,BUY,5020.3,5028.3,5014.3,WIN,8.0,7.75,1083.75,0.5889,9.91,30.7
2026-02-10 17:05:00,BUY,5022.64,5030.64,5016.64,WIN,8.0,7.75,1091.5,0.5811,8.34,22.3
2026-02-10 18:25:00,BUY,5008.35,5016.35,5002.35,WIN,8.0,7.75,1099.25,0.531,7.105,38.0
2026-02-10 18:30:00,BUY,5009.91,5017.91,5003.91,WIN,8.0,7.75,1107.0,0.5315,7.501,37.9
2026-02-10 18:40:00,BUY,5015.52,5023.52,5009.52,LOSS,-6.0,-6.25,1100.75,0.537,7.037,36.0
2026-02-10 18:45:00,BUY,5011.93,5019.93,5005.93,WIN,8.0,7.75,1108.5,0.5475,6.961,33.8
2026-02-10 18:50:00,BUY,5007.63,5015.63,5001.63,WIN,8.0,7.75,1116.25,0.5554,6.917,34.0
2026-02-10 18:55:00,BUY,5013.26,5021.26,5007.26,WIN,8.0,7.75,1124.0,0.5448,7.033,33.5
2026-02-10 19:00:00,BUY,5010.19,5018.19,5004.19,WIN,8.0,7.75,1131.75,0.623,6.77,33.0
2026-02-10 19:05:00,BUY,5011.46,5019.46,5005.46,WIN,8.0,7.75,1139.5,0.6318,6.343,32.5
2026-02-10 19:10:00,BUY,5012.5,5020.5,5006.5,WIN,8.0,7.75,1147.25,0.6222,5.881,32.1
2026-02-10 19:15:00,BUY,5018.68,5026.68,5012.68,WIN,8.0,7.75,1155.0,0.6011,6.053,30.9
2026-02-10 19:20:00,BUY,5018.82,5026.82,5012.82,WIN,8.0,7.75,1162.75,0.5983,5.477,30.1
2026-02-10 19:25:00,BUY,5020.95,5028.95,5014.95,WIN,8.0,7.75,1170.5,0.5884,5.219,30.7
2026-02-10 19:40:00,BUY,5024.58,5032.58,5018.58,WIN,8.0,7.75,1178.25,0.5245,5.451,40.1
2026-02-10 20:00:00,BUY,5022.75,5030.75,5016.75,WIN,8.0,7.75,1186.0,0.5261,5.166,42.7
2026-02-11 08:35:00,BUY,5051.02,5059.02,5045.02,WIN,8.0,7.75,1193.75,0.5933,5.308,20.6
2026-02-11 08:40:00,BUY,5052.56,5060.56,5046.56,WIN,8.0,7.75,1201.5,0.5741,5.001,20.4
2026-02-11 09:10:00,BUY,5051.81,5059.81,5045.81,WIN,8.0,7.75,1209.25,0.6375,4.416,20.0
2026-02-11 09:20:00,BUY,5052.47,5060.47,5046.47,WIN,8.0,7.75,1217.0,0.5991,4.281,20.5
2026-02-11 11:00:00,BUY,5086.04,5094.04,5080.04,WIN,8.0,7.75,1224.75,0.6693,8.734,53.9
2026-02-11 12:40:00,BUY,5068.44,5076.44,5062.44,WIN,8.0,7.75,1232.5,0.6352,12.896,43.4
2026-02-11 12:45:00,BUY,5070.65,5078.65,5064.65,WIN,8.0,7.75,1240.25,0.6373,12.495,47.7
2026-02-11 13:40:00,BUY,5060.39,5068.39,5054.39,WIN,8.0,7.75,1248.0,0.571,18.946,53.9
2026-02-11 14:35:00,BUY,5045.85,5053.85,5039.85,LOSS,-6.0,-6.25,1241.75,0.5817,14.496,44.1
2026-02-11 14:40:00,BUY,5043.08,5051.08,5037.08,WIN,8.0,7.75,1249.5,0.5975,14.38,46.3
2026-02-11 14:45:00,BUY,5047.63,5055.63,5041.63,WIN,8.0,7.75,1257.25,0.6049,13.936,47.4
2026-02-11 14:50:00,BUY,5059.09,5067.09,5053.09,WIN,8.0,7.75,1265.0,0.5759,13.95,45.1
2026-02-11 15:30:00,BUY,5053.56,5061.56,5047.56,LOSS,-6.0,-6.25,1258.75,0.5767,14.236,27.8
2026-02-11 15:35:00,BUY,5046.04,5054.04,5040.04,WIN,8.0,7.75,1266.5,0.6008,14.768,27.7
2026-02-11 15:40:00,BUY,5048.54,5056.54,5042.54,WIN,8.0,7.75,1274.25,0.6015,13.936,27.6
2026-02-11 15:45:00,BUY,5048.05,5056.05,5042.05,WIN,8.0,7.75,1282.0,0.6029,13.62,25.8
2026-02-11 20:00:00,BUY,5081.03,5089.03,5075.03,WIN,8.0,7.75,1289.75,0.5225,5.748,24.8
2026-02-11 20:30:00,BUY,5080.35,5088.35,5074.35,WIN,8.0,7.75,1297.5,0.5415,5.292,20.2
2026-02-12 07:00:00,BUY,5059.5,5067.5,5053.5,WIN,8.0,7.75,1305.25,0.5307,6.135,33.2
2026-02-12 08:25:00,BUY,5060.9,5068.9,5054.9,LOSS,-6.0,-6.25,1299.0,0.6114,5.12,21.4
2026-02-12 08:30:00,BUY,5060.28,5068.28,5054.28,WIN,8.0,7.75,1306.75,0.6301,5.601,24.4
2026-02-12 08:35:00,BUY,5059.94,5067.94,5053.94,WIN,8.0,7.75,1314.5,0.6335,5.231,26.1
2026-02-12 08:40:00,BUY,5062.9,5070.9,5056.9,WIN,8.0,7.75,1322.25,0.6274,5.035,26.3
2026-02-12 08:45:00,BUY,5062.02,5070.02,5056.02,WIN,8.0,7.75,1330.0,0.6347,4.822,24.7
2026-02-12 10:45:00,BUY,5059.3,5067.3,5053.3,WIN,8.0,7.75,1337.75,0.5468,4.697,32.7
2026-02-12 11:05:00,BUY,5063.24,5071.24,5057.24,LOSS,-6.0,-6.25,1331.5,0.5295,4.461,29.5
2026-02-12 11:15:00,BUY,5062.69,5070.69,5056.69,LOSS,-6.0,-6.25,1325.25,0.5246,4.307,24.4
2026-02-12 13:00:00,BUY,5054.92,5062.92,5048.92,WIN,8.0,7.75,1333.0,0.7846,5.206,29.8
2026-02-12 13:05:00,BUY,5060.82,5068.82,5054.82,WIN,8.0,7.75,1340.75,0.7712,5.483,26.1
2026-02-12 13:10:00,BUY,5065.46,5073.46,5059.46,WIN,8.0,7.75,1348.5,0.5696,5.432,25.1
2026-02-12 13:25:00,BUY,5062.85,5070.85,5056.85,WIN,8.0,7.75,1356.25,0.7528,6.157,26.7
2026-02-13 07:00:00,BUY,4959.52,4967.52,4953.52,LOSS,-6.0,-6.25,1350.0,0.713,9.274,27.6
2026-02-13 07:10:00,BUY,4960.3,4968.3,4954.3,WIN,8.0,7.75,1357.75,0.7095,9.469,25.0
2026-02-13 07:15:00,BUY,4974.43,4982.43,4968.43,LOSS,-6.0,-6.25,1351.5,0.6908,10.494,26.1
2026-02-13 07:20:00,BUY,4966.07,4974.07,4960.07,WIN,8.0,7.75,1359.25,0.6925,10.29,27.0
2026-02-13 07:25:00,BUY,4968.47,4976.47,4962.47,WIN,8.0,7.75,1367.0,0.6842,9.767,27.1
2026-02-13 07:30:00,BUY,4973.19,4981.19,4967.19,WIN,8.0,7.75,1374.75,0.6831,9.659,28.6
2026-02-13 07:40:00,BUY,4970.63,4978.63,4964.63,WIN,8.0,7.75,1382.5,0.6826,9.914,31.8
2026-02-13 07:45:00,BUY,4975.47,4983.47,4969.47,WIN,8.0,7.75,1390.25,0.6726,9.644,31.8
2026-02-13 07:55:00,BUY,4974.96,4982.96,4968.96,WIN,8.0,7.75,1398.0,0.6597,9.82,34.4
2026-02-13 09:25:00,BUY,4964.97,4972.97,4958.97,WIN,8.0,7.75,1405.75,0.5501,7.757,29.4
2026-02-13 09:35:00,BUY,4965.14,4973.14,4959.14,WIN,8.0,7.75,1413.5,0.551,7.724,36.2
2026-02-13 09:40:00,BUY,4971.05,4979.05,4965.05,WIN,8.0,7.75,1421.25,0.5234,7.903,35.3
2026-02-13 09:55:00,BUY,4970.39,4978.39,4964.39,WIN,8.0,7.75,1429.0,0.5247,7.139,29.6
2026-02-13 11:35:00,BUY,4944.08,4952.08,4938.08,WIN,8.0,7.75,1436.75,0.5858,9.978,48.1
2026-02-13 11:40:00,BUY,4944.15,4952.15,4938.15,WIN,8.0,7.75,1444.5,0.5894,9.524,47.5
2026-02-13 11:45:00,BUY,4944.32,4952.32,4938.32,WIN,8.0,7.75,1452.25,0.5806,8.996,47.8
2026-02-13 11:50:00,BUY,4950.2,4958.2,4944.2,WIN,8.0,7.75,1460.0,0.5811,9.17,42.9
2026-02-13 12:00:00,BUY,4958.47,4966.47,4952.47,WIN,8.0,7.75,1467.75,0.6747,8.664,35.4
2026-02-13 12:05:00,BUY,4956.94,4964.94,4950.94,WIN,8.0,7.75,1475.5,0.6818,8.324,34.5
2026-02-13 12:10:00,BUY,4963.77,4971.77,4957.77,WIN,8.0,7.75,1483.25,0.6509,8.651,32.5
2026-02-13 12:15:00,BUY,4967.0,4975.0,4961.0,WIN,8.0,7.75,1491.0,0.661,8.448,32.7
2026-02-13 12:20:00,BUY,4971.02,4979.02,4965.02,LOSS,-6.0,-6.25,1484.75,0.6523,8.173,34.0
2026-02-13 12:25:00,BUY,4967.24,4975.24,4961.24,WIN,8.0,7.75,1492.5,0.652,7.949,34.9
2026-02-13 12:30:00,BUY,4971.35,4979.35,4965.35,LOSS,-6.0,-6.25,1486.25,0.6525,8.068,33.6
2026-02-13 12:40:00,BUY,4966.22,4974.22,4960.22,WIN,8.0,7.75,1494.0,0.6507,7.583,30.6
2026-02-13 12:45:00,BUY,4970.25,4978.25,4964.25,LOSS,-6.0,-6.25,1487.75,0.6447,7.568,28.6
2026-02-13 12:50:00,BUY,4970.34,4978.34,4964.34,LOSS,-6.0,-6.25,1481.5,0.6363,7.526,26.1
2026-02-13 13:10:00,BUY,4967.28,4975.28,4961.28,LOSS,-6.0,-6.25,1475.25,0.7437,6.645,21.0
2026-02-13 13:15:00,BUY,4962.36,4970.36,4956.36,WIN,8.0,7.75,1483.0,0.7491,6.716,21.6
2026-02-13 15:55:00,BUY,4976.93,4984.93,4970.93,WIN,8.0,7.75,1490.75,0.6555,13.316,22.8
2026-02-13 19:55:00,BUY,5023.53,5031.53,5017.53,WIN,8.0,7.75,1498.5,0.582,5.949,36.3
2026-02-13 20:05:00,BUY,5029.78,5037.78,5023.78,LOSS,-6.0,-6.25,1492.25,0.561,6.226,37.8
2026-02-13 20:30:00,BUY,5025.93,5033.93,5019.93,WIN,8.0,7.75,1500.0,0.6546,5.658,39.7
2026-02-13 20:40:00,BUY,5030.34,5038.34,5024.34,LOSS,-6.0,-6.25,1493.75,0.5973,5.536,35.8
2026-02-13 20:50:00,BUY,5027.43,5035.43,5021.43,WIN,8.0,7.75,1501.5,0.6461,5.868,33.2
2026-02-16 08:10:00,BUY,4998.19,5006.19,4992.19,WIN,8.0,7.75,1509.25,0.718,5.715,34.8
2026-02-16 12:10:00,BUY,4997.84,5005.84,4991.84,WIN,8.0,7.75,1517.0,0.5565,3.614,21.3
2026-02-16 12:15:00,BUY,4999.11,5007.11,4993.11,WIN,8.0,7.75,1524.75,0.5555,3.987,26.6
2026-02-16 12:20:00,BUY,4998.89,5006.89,4992.89,WIN,8.0,7.75,1532.5,0.5574,3.686,30.9
2026-02-16 12:25:00,BUY,4996.45,5004.45,4990.45,WIN,8.0,7.75,1540.25,0.5619,3.72,35.6
2026-02-16 13:25:00,BUY,4994.26,5002.26,4988.26,LOSS,-6.0,-6.25,1534.0,0.5215,4.574,22.3
2026-02-16 13:35:00,BUY,4993.8,5001.8,4987.8,LOSS,-6.0,-6.25,1527.75,0.5313,4.634,27.2
2026-02-16 13:40:00,BUY,4995.11,5003.11,4989.11,LOSS,-6.0,-6.25,1521.5,0.5273,4.418,29.1
2026-02-16 13:45:00,BUY,4993.59,5001.59,4987.59,LOSS,-6.0,-6.25,1515.25,0.5317,4.683,32.0
2026-02-16 13:50:00,BUY,4994.73,5002.73,4988.73,LOSS,-6.0,-6.25,1509.0,0.5359,4.671,31.5
2026-02-16 14:50:00,BUY,4986.09,4994.09,4980.09,LOSS,-6.0,-6.25,1502.75,0.5501,5.073,42.7
2026-02-16 14:55:00,BUY,4988.17,4996.17,4982.17,LOSS,-6.0,-6.25,1496.5,0.5378,4.913,45.8
2026-02-16 16:00:00,BUY,4976.38,4984.38,4970.38,WIN,8.0,7.75,1504.25,0.5769,5.084,50.1
2026-02-16 16:05:00,BUY,4975.25,4983.25,4969.25,WIN,8.0,7.75,1512.0,0.5747,4.869,50.3
2026-02-16 16:10:00,BUY,4979.52,4987.52,4973.52,WIN,8.0,7.75,1519.75,0.5746,4.943,47.7
2026-02-16 16:15:00,BUY,4975.93,4983.93,4969.93,WIN,8.0,7.75,1527.5,0.5868,5.064,43.7
2026-02-16 16:20:00,BUY,4979.71,4987.71,4973.71,WIN,8.0,7.75,1535.25,0.574,4.956,40.3
2026-02-16 16:25:00,BUY,4986.16,4994.16,4980.16,WIN,8.0,7.75,1543.0,0.5295,5.359,39.0
2026-02-17 07:40:00,SELL,4917.54,4909.54,4923.54,LOSS,-6.0,-6.25,1536.75,0.5502,7.172,22.2
2026-02-17 07:45:00,SELL,4915.42,4907.42,4921.42,LOSS,-6.0,-6.25,1530.5,0.5485,6.678,23.0
2026-02-17 07:50:00,SELL,4920.98,4912.98,4926.98,LOSS,-6.0,-6.25,1524.25,0.6288,6.75,24.8
2026-02-17 07:55:00,SELL,4917.02,4909.02,4923.02,LOSS,-6.0,-6.25,1518.0,0.595,6.698,26.4
2026-02-17 08:00:00,SELL,4925.81,4917.81,4931.81,WIN,8.0,7.75,1525.75,0.5781,7.176,29.4
2026-02-17 08:05:00,SELL,4920.01,4912.01,4926.01,LOSS,-6.0,-6.25,1519.5,0.5685,7.347,32.0
2026-02-17 08:10:00,SELL,4927.54,4919.54,4933.54,WIN,8.0,7.75,1527.25,0.6777,7.743,35.6
2026-02-17 08:15:00,SELL,4924.37,4916.37,4930.37,WIN,8.0,7.75,1535.0,0.6754,7.391,38.7
2026-02-17 08:20:00,SELL,4925.6,4917.6,4931.6,WIN,8.0,7.75,1542.75,0.6952,7.197,39.7
