time,direction,entry,tp,sl,result,pnl_pts,pnl_usd,balance,prob,atr,adx
2026-01-23 13:35:00,BUY,4930.24,4938.24,4924.24,WIN,8.0,7.75,178.5,0.5378,7.779,23.6
2026-01-23 13:40:00,BUY,4931.73,4939.73,4925.73,WIN,8.0,7.75,186.25,0.5268,7.431,24.0
2026-01-23 17:55:00,BUY,4966.0,4974.0,4960.0,WIN,8.0,7.75,194.0,0.5538,6.539,33.8
2026-01-23 18:35:00,BUY,4971.21,4979.21,4965.21,LOSS,-6.0,-6.25,187.75,0.5247,6.634,22.2
2026-01-23 18:45:00,BUY,4958.61,4966.61,4952.61,WIN,8.0,7.75,195.5,0.7111,7.133,30.6
2026-01-23 18:50:00,BUY,4968.5,4976.5,4962.5,WIN,8.0,7.75,203.25,0.6604,7.559,32.6
2026-01-23 18:55:00,BUY,4966.79,4974.79,4960.79,WIN,8.0,7.75,211.0,0.6819,7.042,33.7
2026-01-26 07:00:00,BUY,5081.29,5089.29,5075.29,WIN,8.0,7.75,218.75,0.7011,10.856,30.1
2026-01-26 07:05:00,BUY,5088.24,5096.24,5082.24,WIN,8.0,7.75,226.5,0.692,10.649,27.9
2026-01-26 07:15:00,BUY,5092.84,5100.84,5086.84,LOSS,-6.0,-6.25,220.25,0.6766,9.372,26.0
2026-01-26 07:25:00,BUY,5095.3,5103.3,5089.3,LOSS,-6.0,-6.25,214.0,0.667,8.257,25.4
2026-01-26 07:30:00,BUY,5092.96,5100.96,5086.96,LOSS,-6.0,-6.25,207.75,0.6637,7.742,25.2
2026-01-26 07:40:00,BUY,5088.63,5096.63,5082.63,WIN,8.0,7.75,215.5,0.6672,6.969,20.6
2026-01-26 08:50:00,BUY,5082.88,5090.88,5076.88,WIN,8.0,7.75,223.25,0.6807,5.321,25.0
2026-01-26 08:55:00,BUY,5083.34,5091.34,5077.34,WIN,8.0,7.75,231.0,0.6797,5.08,29.6
2026-01-26 09:00:00,BUY,5088.73,5096.73,5082.73,WIN,8.0,7.75,238.75,0.6567,5.535,27.7
2026-01-26 09:05:00,BUY,5089.22,5097.22,5083.22,WIN,8.0,7.75,246.5,0.6509,5.418,24.4
2026-01-26 09:15:00,BUY,5093.47,5101.47,5087.47,LOSS,-6.0,-6.25,240.25,0.6011,4.989,20.2
2026-01-26 09:50:00,BUY,5079.14,5087.14,5073.14,WIN,8.0,7.75,248.0,0.7615,6.235,23.4
2026-01-26 09:55:00,BUY,5084.08,5092.08,5078.08,WIN,8.0,7.75,255.75,0.7219,6.571,27.8
2026-01-26 10:00:00,BUY,5081.45,5089.45,5075.45,WIN,8.0,7.75,263.5,0.7474,6.679,29.9
2026-01-26 10:05:00,BUY,5082.72,5090.72,5076.72,WIN,8.0,7.75,271.25,0.7407,6.579,31.7
2026-01-26 10:10:00,BUY,5089.15,5097.15,5083.15,LOSS,-6.0,-6.25,265.0,0.7039,6.853,28.9
2026-01-26 10:15:00,BUY,5089.51,5097.51,5083.51,LOSS,-6.0,-6.25,258.75,0.6992,6.308,26.4
2026-01-26 11:15:00,BUY,5081.44,5089.44,5075.44,WIN,8.0,7.75,266.5,0.74,4.942,21.3
2026-01-26 12:55:00,BUY,5078.89,5086.89,5072.89,LOSS,-6.0,-6.25,260.25,0.7452,5.583,30.0
2026-01-26 13:00:00,BUY,5074.35,5082.35,5068.35,WIN,8.0,7.75,268.0,0.5653,6.792,36.0
2026-01-26 13:10:00,BUY,5080.14,5088.14,5074.14,LOSS,-6.0,-6.25,261.75,0.5761,6.674,41.6
2026-01-26 13:15:00,BUY,5076.93,5084.93,5070.93,LOSS,-6.0,-6.25,255.5,0.5777,6.913,42.0
2026-01-26 13:25:00,BUY,5072.48,5080.48,5066.48,LOSS,-6.0,-6.25,249.25,0.5892,7.36,46.1
2026-01-26 13:30:00,BUY,5063.15,5071.15,5057.15,WIN,8.0,7.75,257.0,0.5913,8.875,49.8
2026-01-26 13:35:00,BUY,5064.72,5072.72,5058.72,WIN,8.0,7.75,264.75,0.5918,8.445,53.1
2026-01-26 13:40:00,BUY,5070.95,5078.95,5064.95,LOSS,-6.0,-6.25,258.5,0.5962,8.374,50.9
2026-01-26 13:45:00,BUY,5072.14,5080.14,5066.14,LOSS,-6.0,-6.25,252.25,0.586,8.163,48.4
2026-01-26 13:55:00,BUY,5068.55,5076.55,5062.55,LOSS,-6.0,-6.25,246.0,0.5875,8.005,41.9
2026-01-26 14:00:00,BUY,5065.19,5073.19,5059.19,WIN,8.0,7.75,253.75,0.7681,8.534,42.4
2026-01-26 14:05:00,BUY,5068.24,5076.24,5062.24,WIN,8.0,7.75,261.5,0.7623,8.033,42.8
2026-01-26 14:15:00,BUY,5071.76,5079.76,5065.76,WIN,8.0,7.75,269.25,0.7423,7.733,40.5
2026-01-26 14:20:00,BUY,5077.67,5085.67,5071.67,WIN,8.0,7.75,277.0,0.6966,7.76,36.1
2026-01-26 14:25:00,BUY,5078.48,5086.48,5072.48,WIN,8.0,7.75,284.75,0.6959,7.895,32.0
2026-01-26 15:30:00,BUY,5077.88,5085.88,5071.88,WIN,8.0,7.75,292.5,0.6836,9.232,22.2
2026-01-26 15:40:00,BUY,5078.45,5086.45,5072.45,WIN,8.0,7.75,300.25,0.696,9.772,26.2
2026-01-26 16:25:00,BUY,5075.64,5083.64,5069.64,LOSS,-6.0,-6.25,294.0,0.6608,11.055,26.2
2026-01-26 16:30:00,BUY,5075.29,5083.29,5069.29,LOSS,-6.0,-6.25,287.75,0.6619,11.115,28.5
2026-01-26 16:35:00,BUY,5069.15,5077.15,5063.15,WIN,8.0,7.75,295.5,0.7047,11.705,31.4
2026-01-26 16:40:00,BUY,5077.38,5085.38,5071.38,WIN,8.0,7.75,303.25,0.6199,12.157,32.6
2026-01-26 20:00:00,BUY,5041.51,5049.51,5035.51,WIN,8.0,7.75,311.0,0.5956,16.454,55.6
2026-01-26 20:05:00,BUY,5042.11,5050.11,5036.11,WIN,8.0,7.75,318.75,0.6084,15.574,50.1
2026-01-26 20:10:00,BUY,5049.98,5057.98,5043.98,LOSS,-6.0,-6.25,312.5,0.5787,15.71,44.0
2026-01-26 20:35:00,BUY,5041.31,5049.31,5035.31,WIN,8.0,7.75,320.25,0.5783,14.12,29.2
2026-01-26 20:40:00,BUY,5046.69,5054.69,5040.69,WIN,8.0,7.75,328.0,0.5729,13.396,27.5
2026-01-27 08:30:00,BUY,5076.29,5084.29,5070.29,WIN,8.0,7.75,335.75,0.5273,6.224,31.2
2026-01-27 09:00:00,BUY,5081.03,5089.03,5075.03,WIN,8.0,7.75,343.5,0.6487,5.464,29.1
2026-01-27 09:05:00,BUY,5082.19,5090.19,5076.19,WIN,8.0,7.75,351.25,0.6273,5.248,27.9
2026-01-27 09:10:00,BUY,5083.35,5091.35,5077.35,WIN,8.0,7.75,359.0,0.6,4.935,25.7
2026-01-27 09:20:00,BUY,5085.03,5093.03,5079.03,WIN,8.0,7.75,366.75,0.5524,4.549,21.6
2026-01-27 11:50:00,BUY,5072.27,5080.27,5066.27,WIN,8.0,7.75,374.5,0.6525,5.521,28.0
2026-01-27 12:00:00,BUY,5076.48,5084.48,5070.48,WIN,8.0,7.75,382.25,0.6313,5.753,34.9
2026-01-27 12:15:00,BUY,5077.07,5085.07,5071.07,WIN,8.0,7.75,390.0,0.636,5.374,35.5
2026-01-27 12:20:00,BUY,5076.28,5084.28,5070.28,WIN,8.0,7.75,397.75,0.6507,5.332,37.6
2026-01-27 12:25:00,BUY,5078.91,5086.91,5072.91,WIN,8.0,7.75,405.5,0.6196,5.29,38.3
2026-01-27 12:50:00,BUY,5083.59,5091.59,5077.59,WIN,8.0,7.75,413.25,0.5208,5.533,27.2
2026-01-27 13:40:00,BUY,5073.52,5081.52,5067.52,WIN,8.0,7.75,421.0,0.5772,7.768,26.0
2026-01-27 15:05:00,BUY,5064.15,5072.15,5058.15,LOSS,-6.0,-6.25,414.75,0.7787,12.816,29.1
2026-01-27 15:10:00,BUY,5057.46,5065.46,5051.46,WIN,8.0,7.75,422.5,0.783,13.6,30.0
2026-01-27 15:15:00,BUY,5071.05,5079.05,5065.05,WIN,8.0,7.75,430.25,0.7642,14.199,28.8
2026-01-27 15:25:00,BUY,5069.33,5077.33,5063.33,WIN,8.0,7.75,438.0,0.7678,12.822,25.2
2026-01-28 08:40:00,BUY,5290.06,5298.06,5284.06,LOSS,-6.0,-6.25,431.75,0.6553,8.391,47.1
2026-01-28 08:45:00,BUY,5284.56,5292.56,5278.56,WIN,8.0,7.75,439.5,0.6819,8.512,41.6
2026-01-28 08:50:00,BUY,5293.19,5301.19,5287.19,LOSS,-6.0,-6.25,433.25,0.6603,9.011,37.4
2026-01-28 08:55:00,BUY,5293.65,5301.65,5287.65,LOSS,-6.0,-6.25,427.0,0.6612,8.501,33.9
2026-01-28 09:00:00,BUY,5291.89,5299.89,5285.89,LOSS,-6.0,-6.25,420.75,0.5824,8.137,31.5
2026-01-28 09:05:00,BUY,5294.01,5302.01,5288.01,LOSS,-6.0,-6.25,414.5,0.574,7.927,27.3
2026-01-28 09:10:00,BUY,5282.01,5290.01,5276.01,LOSS,-6.0,-6.25,408.25,0.6549,8.882,26.2
2026-01-28 09:15:00,BUY,5277.9,5285.9,5271.9,LOSS,-6.0,-6.25,402.0,0.6698,9.128,27.8
2026-01-28 09:20:00,BUY,5269.68,5277.68,5263.68,WIN,8.0,7.75,409.75,0.7013,9.371,29.8
2026-01-28 09:25:00,BUY,5275.62,5283.62,5269.62,LOSS,-6.0,-6.25,403.5,0.6912,9.425,31.5
2026-01-28 09:30:00,BUY,5280.28,5288.28,5274.28,LOSS,-6.0,-6.25,397.25,0.6833,9.609,32.5
2026-01-28 09:35:00,BUY,5275.78,5283.78,5269.78,LOSS,-6.0,-6.25,391.0,0.7067,9.093,33.3
2026-01-28 09:40:00,BUY,5266.88,5274.88,5260.88,WIN,8.0,7.75,398.75,0.7347,9.978,36.9
2026-01-28 09:45:00,BUY,5274.4,5282.4,5268.4,WIN,8.0,7.75,406.5,0.7262,9.678,40.1
2026-01-28 09:50:00,BUY,5275.62,5283.62,5269.62,WIN,8.0,7.75,414.25,0.7211,8.848,40.5
2026-01-28 10:00:00,BUY,5276.1,5284.1,5270.1,WIN,8.0,7.75,422.0,0.6914,7.779,37.9
2026-01-28 10:05:00,BUY,5281.77,5289.77,5275.77,LOSS,-6.0,-6.25,415.75,0.6583,8.051,36.1
2026-01-28 10:10:00,BUY,5282.31,5290.31,5276.31,LOSS,-6.0,-6.25,409.5,0.6546,7.699,32.6
2026-01-28 10:15:00,BUY,5277.41,5285.41,5271.41,LOSS,-6.0,-6.25,403.25,0.6873,7.409,31.1
2026-01-28 10:20:00,BUY,5279.35,5287.35,5273.35,LOSS,-6.0,-6.25,397.0,0.6715,6.989,29.9
2026-01-28 10:25:00,BUY,5278.42,5286.42,5272.42,LOSS,-6.0,-6.25,390.75,0.6706,6.677,29.3
2026-01-28 10:40:00,BUY,5274.57,5282.57,5268.57,LOSS,-6.0,-6.25,384.5,0.6888,6.187,33.0
2026-01-28 10:45:00,BUY,5275.92,5283.92,5269.92,LOSS,-6.0,-6.25,378.25,0.6809,6.019,31.7
2026-01-28 10:50:00,BUY,5280.1,5288.1,5274.1,LOSS,-6.0,-6.25,372.0,0.668,6.069,28.1
2026-01-28 10:55:00,BUY,5269.96,5277.96,5263.96,LOSS,-6.0,-6.25,365.75,0.7141,6.615,27.6
2026-01-28 11:00:00,BUY,5243.63,5251.63,5237.63,WIN,8.0,7.75,373.5,0.739,9.354,33.1
2026-01-28 11:05:00,BUY,5251.57,5259.57,5245.57,WIN,8.0,7.75,381.25,0.7458,10.474,38.3
2026-01-28 11:10:00,BUY,5260.52,5268.52,5254.52,LOSS,-6.0,-6.25,375.0,0.7284,10.456,40.3
2026-01-28 11:20:00,BUY,5256.04,5264.04,5250.04,WIN,8.0,7.75,382.75,0.7443,10.228,43.8
2026-01-28 11:30:00,BUY,5255.46,5263.46,5249.46,WIN,8.0,7.75,390.5,0.756,9.67,42.5
2026-01-28 11:35:00,BUY,5258.74,5266.74,5252.74,WIN,8.0,7.75,398.25,0.7471,9.37,42.2
2026-01-28 11:45:00,BUY,5265.51,5273.51,5259.51,LOSS,-6.0,-6.25,392.0,0.7018,8.155,36.4
2026-01-28 11:50:00,BUY,5261.59,5269.59,5255.59,LOSS,-6.0,-6.25,385.75,0.7281,8.054,32.4
2026-01-28 11:55:00,BUY,5261.64,5269.64,5255.64,LOSS,-6.0,-6.25,379.5,0.7297,7.528,29.1
2026-01-28 12:00:00,BUY,5255.97,5263.97,5249.97,WIN,8.0,7.75,387.25,0.7674,7.692,28.3
2026-01-28 12:05:00,BUY,5255.73,5263.73,5249.73,WIN,8.0,7.75,395.0,0.7579,7.318,29.0
2026-01-28 12:10:00,BUY,5261.31,5269.31,5255.31,WIN,8.0,7.75,402.75,0.7386,7.533,25.4
2026-01-28 12:15:00,BUY,5261.48,5269.48,5255.48,WIN,8.0,7.75,410.5,0.7371,7.406,22.3
2026-01-28 12:25:00,BUY,5261.23,5269.23,5255.23,WIN,8.0,7.75,418.25,0.73,7.633,20.4
2026-01-28 12:35:00,BUY,5270.02,5278.02,5264.02,WIN,8.0,7.75,426.0,0.7085,7.058,21.0
2026-01-28 12:40:00,BUY,5269.6,5277.6,5263.6,WIN,8.0,7.75,433.75,0.7079,6.929,23.5
2026-01-28 12:45:00,BUY,5267.65,5275.65,5261.65,WIN,8.0,7.75,441.5,0.7076,6.839,24.4
2026-01-28 12:50:00,BUY,5274.59,5282.59,5268.59,WIN,8.0,7.75,449.25,0.6805,7.249,26.9
2026-01-28 12:55:00,BUY,5279.16,5287.16,5273.16,WIN,8.0,7.75,457.0,0.6614,7.115,30.1
2026-01-28 13:35:00,BUY,5264.19,5272.19,5258.19,LOSS,-6.0,-6.25,450.75,0.5949,9.299,27.1
2026-01-28 13:40:00,BUY,5261.52,5269.52,5255.52,WIN,8.0,7.75,458.5,0.6513,9.449,28.2
2026-01-28 13:45:00,BUY,5266.29,5274.29,5260.29,LOSS,-6.0,-6.25,452.25,0.5968,9.688,29.5
2026-01-28 13:55:00,BUY,5266.63,5274.63,5260.63,LOSS,-6.0,-6.25,446.0,0.6181,9.038,31.4
2026-01-28 14:00:00,BUY,5260.81,5268.81,5254.81,LOSS,-6.0,-6.25,439.75,0.7466,9.434,32.1
2026-01-28 14:05:00,BUY,5258.69,5266.69,5252.69,WIN,8.0,7.75,447.5,0.7551,9.878,35.2
2026-01-28 14:10:00,BUY,5262.64,5270.64,5256.64,WIN,8.0,7.75,455.25,0.7331,9.454,35.6
2026-01-28 14:15:00,BUY,5266.06,5274.06,5260.06,LOSS,-6.0,-6.25,449.0,0.7093,9.025,35.1
2026-01-28 14:20:00,BUY,5266.1,5274.1,5260.1,LOSS,-6.0,-6.25,442.75,0.7068,8.792,31.9
2026-01-28 14:25:00,BUY,5259.19,5267.19,5253.19,LOSS,-6.0,-6.25,436.5,0.7507,9.041,30.9
2026-01-28 14:30:00,BUY,5263.05,5271.05,5257.05,WIN,8.0,7.75,444.25,0.7115,9.788,32.5
2026-01-28 14:50:00,BUY,5272.09,5280.09,5266.09,WIN,8.0,7.75,452.0,0.6953,10.599,22.5
2026-01-28 15:05:00,BUY,5242.25,5250.25,5236.25,WIN,8.0,7.75,459.75,0.7202,18.5,26.7
2026-01-28 15:15:00,BUY,5256.27,5264.27,5250.27,WIN,8.0,7.75,467.5,0.697,19.316,28.5
2026-01-28 15:20:00,BUY,5269.68,5277.68,5263.68,LOSS,-6.0,-6.25,461.25,0.6616,19.362,26.9
2026-01-28 15:25:00,BUY,5269.51,5277.51,5263.51,WIN,8.0,7.75,469.0,0.6515,18.614,25.4
2026-01-28 15:30:00,BUY,5273.16,5281.16,5267.16,WIN,8.0,7.75,476.75,0.6338,17.451,22.7
2026-01-28 17:35:00,BUY,5284.51,5292.51,5278.51,WIN,8.0,7.75,484.5,0.6585,9.847,21.0
2026-01-28 17:40:00,BUY,5287.72,5295.72,5281.72,WIN,8.0,7.75,492.25,0.667,9.878,21.3
2026-01-28 17:45:00,BUY,5289.34,5297.34,5283.34,WIN,8.0,7.75,500.0,0.6624,9.417,21.7
2026-01-28 18:35:00,BUY,5273.81,5281.81,5267.81,WIN,8.0,7.75,507.75,0.6017,15.775,27.7
2026-01-28 18:40:00,BUY,5273.68,5281.68,5267.68,WIN,8.0,7.75,515.5,0.6371,15.193,28.3
2026-01-28 18:50:00,BUY,5275.41,5283.41,5269.41,WIN,8.0,7.75,523.25,0.6392,13.754,28.4
2026-01-28 19:00:00,BUY,5276.42,5284.42,5270.42,WIN,8.0,7.75,531.0,0.7288,14.642,25.0
2026-01-28 19:05:00,BUY,5280.94,5288.94,5274.94,WIN,8.0,7.75,538.75,0.7205,14.31,22.5
2026-01-28 19:10:00,BUY,5297.28,5305.28,5291.28,LOSS,-6.0,-6.25,532.5,0.6955,14.924,22.7
2026-01-28 19:15:00,BUY,5296.65,5304.65,5290.65,LOSS,-6.0,-6.25,526.25,0.6976,14.154,23.9
2026-01-28 19:20:00,BUY,5294.22,5302.22,5288.22,LOSS,-6.0,-6.25,520.0,0.7003,13.938,23.4
2026-01-28 19:25:00,BUY,5283.44,5291.44,5277.44,WIN,8.0,7.75,527.75,0.7182,13.844,20.7
2026-01-28 20:50:00,BUY,5369.27,5377.27,5363.27,WIN,8.0,7.75,535.5,0.5878,15.826,62.0
2026-01-29 07:00:00,BUY,5568.93,5576.93,5562.93,LOSS,-6.0,-6.25,529.25,0.6438,13.037,31.7
2026-01-29 07:05:00,BUY,5569.09,5577.09,5563.09,LOSS,-6.0,-6.25,523.0,0.6437,12.456,31.9
2026-01-29 07:10:00,BUY,5561.99,5569.99,5555.99,LOSS,-6.0,-6.25,516.75,0.6781,12.294,33.1
2026-01-29 07:15:00,BUY,5564.72,5572.72,5558.72,LOSS,-6.0,-6.25,510.5,0.6519,12.139,35.5
2026-01-29 07:20:00,BUY,5555.31,5563.31,5549.31,LOSS,-6.0,-6.25,504.25,0.6937,12.488,38.0
2026-01-29 07:25:00,BUY,5541.58,5549.58,5535.58,WIN,8.0,7.75,512.0,0.7268,13.498,41.9
2026-01-29 07:30:00,BUY,5553.68,5561.68,5547.68,LOSS,-6.0,-6.25,505.75,0.7153,13.396,45.3
2026-01-29 07:35:00,BUY,5543.56,5551.56,5537.56,WIN,8.0,7.75,513.5,0.733,13.544,46.2
2026-01-29 07:40:00,BUY,5549.16,5557.16,5543.16,LOSS,-6.0,-6.25,507.25,0.7325,13.139,47.0
2026-01-29 07:45:00,BUY,5548.78,5556.78,5542.78,LOSS,-6.0,-6.25,501.0,0.7324,12.274,47.8
2026-01-29 07:50:00,BUY,5550.81,5558.81,5544.81,LOSS,-6.0,-6.25,494.75,0.7288,11.416,48.5
2026-01-29 07:55:00,BUY,5548.98,5556.98,5542.98,LOSS,-6.0,-6.25,488.5,0.7253,10.942,49.7
2026-01-29 08:00:00,BUY,5532.56,5540.56,5526.56,LOSS,-6.0,-6.25,482.25,0.6799,12.467,50.7
2026-01-29 08:05:00,BUY,5529.5,5537.5,5523.5,WIN,8.0,7.75,490.0,0.6926,12.999,52.9
2026-01-29 08:10:00,BUY,5537.67,5545.67,5531.67,LOSS,-6.0,-6.25,483.75,0.683,13.072,53.5
2026-01-29 08:15:00,BUY,5529.16,5537.16,5523.16,WIN,8.0,7.75,491.5,0.7102,13.938,54.1
2026-01-29 08:20:00,BUY,5530.18,5538.18,5524.18,LOSS,-6.0,-6.25,485.25,0.7036,13.823,54.5
2026-01-29 08:25:00,BUY,5530.13,5538.13,5524.13,LOSS,-6.0,-6.25,479.0,0.7129,12.984,55.8
2026-01-29 08:30:00,BUY,5523.03,5531.03,5517.03,LOSS,-6.0,-6.25,472.75,0.7215,12.994,57.7
2026-01-29 08:35:00,BUY,5511.63,5519.63,5505.63,LOSS,-6.0,-6.25,466.5,0.7388,13.525,60.0
2026-01-29 08:45:00,BUY,5506.21,5514.21,5500.21,WIN,8.0,7.75,474.25,0.7201,19.412,67.1
2026-01-29 08:50:00,BUY,5513.87,5521.87,5507.87,LOSS,-6.0,-6.25,468.0,0.7209,18.386,66.3
2026-01-29 08:55:00,BUY,5509.8,5517.8,5503.8,LOSS,-6.0,-6.25,461.75,0.7222,17.272,65.3
2026-01-29 09:00:00,BUY,5502.24,5510.24,5496.24,WIN,8.0,7.75,469.5,0.7426,16.956,65.2
2026-01-29 09:05:00,BUY,5510.57,5518.57,5504.57,LOSS,-6.0,-6.25,463.25,0.73,16.859,64.0
2026-01-29 09:15:00,BUY,5506.2,5514.2,5500.2,WIN,8.0,7.75,471.0,0.7256,14.39,62.4
2026-01-29 09:20:00,BUY,5513.8,5521.8,5507.8,WIN,8.0,7.75,478.75,0.7153,14.34,59.0
2026-01-29 09:25:00,BUY,5516.16,5524.16,5510.16,WIN,8.0,7.75,486.5,0.719,13.316,54.0
2026-01-29 09:30:00,BUY,5520.38,5528.38,5514.38,WIN,8.0,7.75,494.25,0.7083,12.867,48.4
2026-01-29 09:40:00,BUY,5524.88,5532.88,5518.88,LOSS,-6.0,-6.25,488.0,0.6489,11.523,38.7
2026-01-29 09:45:00,BUY,5522.06,5530.06,5516.06,LOSS,-6.0,-6.25,481.75,0.6754,11.563,34.5
2026-01-29 09:50:00,BUY,5514.51,5522.51,5508.51,LOSS,-6.0,-6.25,475.5,0.7027,11.234,31.8
2026-01-29 09:55:00,BUY,5514.15,5522.15,5508.15,LOSS,-6.0,-6.25,469.25,0.7108,10.388,30.0
2026-01-29 11:00:00,BUY,5478.18,5486.18,5472.18,WIN,8.0,7.75,477.0,0.7432,11.413,45.5
2026-01-29 11:05:00,BUY,5494.58,5502.58,5488.58,WIN,8.0,7.75,484.75,0.7335,12.659,46.7
2026-01-29 11:10:00,BUY,5506.64,5514.64,5500.64,WIN,8.0,7.75,492.5,0.6899,12.591,43.6
2026-01-29 11:15:00,BUY,5506.88,5514.88,5500.88,WIN,8.0,7.75,500.25,0.6845,11.984,39.0
2026-01-29 11:20:00,BUY,5512.07,5520.07,5506.07,WIN,8.0,7.75,508.0,0.6477,11.481,34.4
2026-01-29 11:35:00,BUY,5510.08,5518.08,5504.08,WIN,8.0,7.75,515.75,0.6574,10.348,23.6
2026-01-29 11:40:00,BUY,5514.41,5522.41,5508.41,WIN,8.0,7.75,523.5,0.6303,9.946,20.6
2026-01-29 11:50:00,BUY,5526.94,5534.94,5520.94,LOSS,-6.0,-6.25,517.25,0.5881,9.978,23.0
2026-01-29 11:55:00,BUY,5522.67,5530.67,5516.67,WIN,8.0,7.75,525.0,0.6,9.552,23.7
2026-01-29 12:00:00,BUY,5522.3,5530.3,5516.3,WIN,8.0,7.75,532.75,0.5955,8.854,22.4
2026-01-29 12:05:00,BUY,5522.56,5530.56,5516.56,WIN,8.0,7.75,540.5,0.588,8.318,22.6
2026-01-29 13:55:00,BUY,5510.38,5518.38,5504.38,WIN,8.0,7.75,548.25,0.5772,12.464,29.0
2026-01-29 17:00:00,BUY,5287.26,5295.26,5281.26,WIN,8.0,7.75,556.0,0.6153,39.421,25.3
2026-01-29 17:05:00,BUY,5292.25,5300.25,5286.25,LOSS,-6.0,-6.25,549.75,0.6067,36.12,22.5
2026-01-29 20:00:00,BUY,5292.81,5300.81,5286.81,WIN,8.0,7.75,557.5,0.6162,21.02,51.0
2026-01-29 20:05:00,BUY,5298.06,5306.06,5292.06,WIN,8.0,7.75,565.25,0.6216,19.88,53.8
2026-01-29 20:10:00,BUY,5296.3,5304.3,5290.3,WIN,8.0,7.75,573.0,0.6298,19.425,53.6
2026-01-29 20:15:00,BUY,5310.25,5318.25,5304.25,WIN,8.0,7.75,580.75,0.6146,19.771,53.3
2026-01-29 20:20:00,BUY,5324.08,5332.08,5318.08,LOSS,-6.0,-6.25,574.5,0.5784,19.708,48.2
2026-01-29 20:25:00,BUY,5318.14,5326.14,5312.14,LOSS,-6.0,-6.25,568.25,0.586,18.708,43.7
2026-01-29 20:30:00,BUY,5322.6,5330.6,5316.6,WIN,8.0,7.75,576.0,0.576,17.902,40.7
2026-01-30 10:00:00,BUY,5037.23,5045.23,5031.23,LOSS,-6.0,-6.25,569.75,0.6203,43.393,46.6
2026-01-30 10:05:00,BUY,5019.27,5027.27,5013.27,WIN,8.0,7.75,577.5,0.6164,42.462,43.3
2026-01-30 10:10:00,BUY,5038.98,5046.98,5032.98,WIN,8.0,7.75,585.25,0.6192,40.18,39.7
2026-01-30 10:25:00,BUY,5059.68,5067.68,5053.68,WIN,8.0,7.75,593.0,0.6048,34.842,28.4
2026-01-30 10:30:00,BUY,5065.02,5073.02,5059.02,WIN,8.0,7.75,600.75,0.5873,32.786,26.1
2026-02-02 07:40:00,SELL,4583.02,4575.02,4589.02,LOSS,-6.0,-6.25,594.5,0.5959,37.96,24.9
2026-02-02 07:45:00,SELL,4615.09,4607.09,4621.09,WIN,8.0,7.75,602.25,0.6342,37.714,26.5
2026-02-02 08:15:00,SELL,4632.39,4624.39,4638.39,LOSS,-6.0,-6.25,596.0,0.6175,35.956,27.0
2026-02-02 08:20:00,SELL,4640.15,4632.15,4646.15,WIN,8.0,7.75,603.75,0.6418,33.8,28.9
2026-02-02 08:25:00,SELL,4646.4,4638.4,4652.4,WIN,8.0,7.75,611.5,0.6604,32.883,28.6
2026-02-02 08:30:00,SELL,4629.48,4621.48,4635.48,WIN,8.0,7.75,619.25,0.6461,31.822,28.8
2026-02-02 08:35:00,SELL,4627.32,4619.32,4633.32,LOSS,-6.0,-6.25,613.0,0.6466,31.005,25.7
2026-02-02 08:45:00,SELL,4643.96,4635.96,4649.96,WIN,8.0,7.75,620.75,0.672,28.38,24.7
2026-02-02 08:50:00,SELL,4647.26,4639.26,4653.26,WIN,8.0,7.75,628.5,0.6679,27.679,23.7
2026-02-02 08:55:00,SELL,4640.8,4632.8,4646.8,WIN,8.0,7.75,636.25,0.6662,26.749,22.5
2026-02-02 11:10:00,SELL,4749.18,4741.18,4755.18,WIN,8.0,7.75,644.0,0.6181,22.984,28.1
2026-02-02 11:15:00,SELL,4754.14,4746.14,4760.14,WIN,8.0,7.75,651.75,0.6227,22.05,31.1
2026-02-02 11:20:00,SELL,4757.89,4749.89,4763.89,WIN,8.0,7.75,659.5,0.6278,21.216,33.9
2026-02-02 11:25:00,SELL,4753.14,4745.14,4759.14,LOSS,-6.0,-6.25,653.25,0.6308,21.086,35.2
2026-02-02 11:30:00,SELL,4751.67,4743.67,4757.67,LOSS,-6.0,-6.25,647.0,0.6391,20.44,36.7
2026-02-02 11:35:00,SELL,4773.86,4765.86,4779.86,WIN,8.0,7.75,654.75,0.6296,20.831,39.1
2026-02-02 11:45:00,SELL,4776.4,4768.4,4782.4,WIN,8.0,7.75,662.5,0.6369,17.827,43.8
2026-02-02 11:50:00,SELL,4761.75,4753.75,4767.75,WIN,8.0,7.75,670.25,0.6434,18.222,41.0
2026-02-02 12:05:00,SELL,4763.02,4755.02,4769.02,LOSS,-6.0,-6.25,664.0,0.62,19.281,30.7
2026-02-02 12:10:00,SELL,4762.94,4754.94,4768.94,LOSS,-6.0,-6.25,657.75,0.6171,19.382,28.4
2026-02-02 12:15:00,SELL,4777.12,4769.12,4783.12,LOSS,-6.0,-6.25,651.5,0.6135,19.307,26.9
2026-02-02 12:20:00,SELL,4782.38,4774.38,4788.38,WIN,8.0,7.75,659.25,0.6149,19.488,27.8
2026-02-02 12:25:00,SELL,4777.84,4769.84,4783.84,LOSS,-6.0,-6.25,653.0,0.6151,18.231,28.6
2026-02-02 12:30:00,SELL,4779.13,4771.13,4785.13,WIN,8.0,7.75,660.75,0.6114,17.988,28.9
