<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.02	12:30:00	3125.836	3127.437	3122.271	3122.418	5746	0	159
2025.04.02	13:00:00	3122.377	3127.146	3120.716	3125.779	9338	0	159
2025.04.02	13:30:00	3125.820	3132.101	3116.597	3122.316	13167	0	159
2025.04.02	14:00:00	3122.276	3128.432	3119.366	3126.723	8309	0	159
2025.04.02	14:30:00	3126.773	3129.390	3124.028	3124.859	5222	0	159
2025.04.02	15:00:00	3124.769	3128.189	3120.814	3124.643	5649	0	159
2025.04.02	15:30:00	3124.597	3128.036	3124.032	3125.883	4976	0	159
2025.04.02	16:00:00	3125.837	3134.396	3125.837	3132.383	5365	0	159
2025.04.02	16:30:00	3132.432	3134.016	3127.100	3131.470	6013	0	159
2025.04.02	17:00:00	3131.377	3131.420	3123.201	3124.336	5391	0	159
2025.04.02	17:30:00	3124.303	3124.951	3120.835	3123.541	4473	0	160
2025.04.02	18:00:00	3123.582	3126.174	3118.690	3118.965	4507	0	159
2025.04.02	18:30:00	3119.013	3123.517	3118.666	3121.907	3360	0	159
2025.04.02	19:00:00	3121.874	3126.264	3121.523	3125.625	2817	0	159
2025.04.02	19:30:00	3125.631	3127.320	3124.141	3124.397	3038	0	159
2025.04.02	20:00:00	3124.364	3141.678	3104.742	3139.200	23396	0	159
2025.04.02	20:30:00	3139.407	3141.774	3125.148	3134.072	25988	0	159
2025.04.02	22:00:00	3130.015	3148.072	3122.557	3136.747	22335	0	159
2025.04.02	22:30:00	3136.708	3146.273	3135.924	3145.789	11261	0	159
2025.04.02	23:00:00	3145.821	3160.299	3145.821	3159.805	10471	0	159
2025.04.02	23:30:00	3159.773	3167.792	3157.093	3162.712	11819	0	159
2025.04.03	00:00:00	3162.550	3164.812	3140.717	3148.152	18733	0	159
2025.04.03	00:30:00	3148.122	3155.852	3144.400	3151.320	13245	0	159
2025.04.03	01:00:00	3151.345	3156.421	3147.902	3152.340	23256	0	159
2025.04.03	01:30:00	3152.351	3163.018	3150.816	3153.397	12552	0	159
2025.04.03	02:00:00	3153.422	3155.369	3147.871	3149.937	7596	0	160
2025.04.03	02:30:00	3149.941	3150.982	3142.241	3145.192	9401	0	159
2025.04.03	03:00:00	3145.164	3152.207	3144.679	3148.151	9539	0	159
2025.04.03	03:30:00	3148.186	3150.257	3146.145	3148.066	6525	0	159
2025.04.03	04:00:00	3148.020	3149.676	3147.113	3147.938	4170	0	159
2025.04.03	04:30:00	3147.912	3148.137	3139.107	3140.371	5905	0	159
2025.04.03	05:00:00	3140.425	3141.021	3127.597	3130.565	8283	0	159
2025.04.03	05:30:00	3130.546	3133.875	3124.006	3131.888	13762	0	159
2025.04.03	06:00:00	3131.924	3134.131	3121.428	3122.428	11069	0	159
2025.04.03	06:30:00	3122.400	3131.678	3116.392	3127.644	14892	0	159
2025.04.03	07:00:00	3127.704	3128.072	3119.805	3124.940	11159	0	159
2025.04.03	07:30:00	3124.966	3130.243	3121.062	3128.957	6828	0	159
2025.04.03	08:00:00	3129.011	3132.019	3127.287	3128.392	6346	0	159
2025.04.03	08:30:00	3128.394	3130.580	3126.015	3129.009	5727	0	159
2025.04.03	09:00:00	3129.125	3129.560	3124.939	3125.706	7220	0	159
2025.04.03	09:30:00	3125.665	3129.297	3121.488	3121.517	8320	0	159
2025.04.03	10:00:00	3121.560	3122.972	3104.571	3107.637	15924	0	159
2025.04.03	10:30:00	3107.604	3112.975	3089.215	3095.556	15428	0	159
2025.04.03	11:00:00	3095.619	3100.075	3087.566	3092.219	15999	0	159
2025.04.03	11:30:00	3092.208	3097.291	3085.048	3093.188	12989	0	159
2025.04.03	12:00:00	3093.193	3094.780	3074.899	3078.755	13324	0	159
2025.04.03	12:30:00	3078.643	3080.327	3061.916	3076.261	22167	0	159
2025.04.03	13:00:00	3076.233	3076.447	3054.052	3065.339	22581	0	159
2025.04.03	13:30:00	3065.374	3093.453	3064.128	3086.129	29787	0	159
2025.04.03	14:00:00	3086.644	3126.688	3086.051	3125.381	25528	0	159
2025.04.03	14:30:00	3125.345	3135.570	3117.672	3128.939	21659	0	159
2025.04.03	15:00:00	3128.968	3129.563	3103.896	3106.206	19206	0	159
2025.04.03	15:30:00	3106.243	3113.564	3105.565	3110.521	13699	0	159
2025.04.03	16:00:00	3110.556	3114.282	3101.799	3108.404	10046	0	159
2025.04.03	16:30:00	3108.444	3110.873	3106.379	3107.551	7077	0	159
2025.04.03	17:00:00	3107.528	3107.627	3100.681	3101.004	7594	0	159
2025.04.03	17:30:00	3101.033	3109.928	3099.949	3109.500	5726	0	159
2025.04.03	18:00:00	3109.542	3110.248	3102.909	3105.030	4184	0	159
2025.04.03	18:30:00	3104.989	3111.722	3102.154	3111.586	3954	0	159
2025.04.03	19:00:00	3111.608	3113.296	3106.670	3107.238	4143	0	160
2025.04.03	19:30:00	3107.196	3108.193	3101.532	3107.592	4994	0	159
2025.04.03	20:00:00	3107.567	3110.885	3107.200	3109.954	2967	0	159
2025.04.03	20:30:00	3109.917	3119.962	3109.702	3113.145	3870	0	159
2025.04.03	22:00:00	3114.351	3115.289	3112.854	3114.526	2055	0	159
2025.04.03	22:30:00	3114.484	3116.719	3112.327	3115.387	2224	0	160
2025.04.03	23:00:00	3115.423	3115.443	3109.757	3112.602	2628	0	159
2025.04.03	23:30:00	3112.630	3116.256	3112.435	3112.884	3765	0	160
2025.04.04	00:00:00	3112.908	3115.057	3109.028	3109.173	4961	0	160
2025.04.04	00:30:00	3109.202	3111.655	3106.017	3110.553	5129	0	159
2025.04.04	01:00:00	3110.542	3115.817	3110.289	3113.773	5351	0	159
2025.04.04	01:30:00	3113.771	3114.355	3109.102	3109.851	5061	0	159
2025.04.04	02:00:00	3109.829	3113.013	3104.328	3104.808	5703	0	159
2025.04.04	02:30:00	3104.739	3106.019	3091.159	3096.727	10922	0	159
2025.04.04	03:00:00	3096.691	3099.098	3086.989	3093.405	9810	0	159
2025.04.04	03:30:00	3093.382	3098.481	3091.683	3098.481	6749	0	159
2025.04.04	04:00:00	3098.435	3101.759	3095.949	3098.951	5317	0	159
2025.04.04	04:30:00	3098.905	3105.014	3097.410	3100.157	5391	0	159
2025.04.04	05:00:00	3100.119	3107.474	3098.822	3105.960	5948	0	159
2025.04.04	05:30:00	3106.014	3108.908	3101.675	3108.908	4748	0	159
2025.04.04	06:00:00	3108.882	3109.960	3102.431	3102.797	5800	0	159
2025.04.04	06:30:00	3102.796	3104.735	3100.458	3101.051	5038	0	160
2025.04.04	07:00:00	3100.978	3103.473	3092.861	3100.386	9845	0	159
2025.04.04	07:30:00	3100.347	3100.481	3091.993	3092.850	7935	0	159
2025.04.04	08:00:00	3092.883	3094.121	3081.834	3084.694	9215	0	159
2025.04.04	08:30:00	3084.798	3085.773	3078.420	3084.201	8064	0	159
2025.04.04	09:00:00	3084.175	3095.960	3083.869	3093.626	7920	0	159
2025.04.04	09:30:00	3093.692	3094.738	3086.540	3090.725	6069	0	159
2025.04.04	10:00:00	3090.749	3107.045	3090.501	3106.929	13617	0	159
2025.04.04	10:30:00	3106.888	3116.206	3104.396	3110.320	16065	0	159
2025.04.04	11:00:00	3110.273	3136.756	3109.109	3127.418	22834	0	159
2025.04.04	11:30:00	3127.462	3129.308	3095.552	3110.239	25747	0	159
2025.04.04	12:00:00	3110.248	3111.860	3091.155	3097.006	21445	0	159
2025.04.04	12:30:00	3096.944	3100.914	3069.359	3071.138	28754	0	159
2025.04.04	13:00:00	3071.176	3087.424	3069.878	3075.716	21762	0	159
2025.04.04	13:30:00	3075.714	3080.476	3059.559	3061.802	26208	0	159
2025.04.04	14:00:00	3061.858	3061.858	3041.675	3047.893	27502	0	159
2025.04.04	14:30:00	3047.868	3051.582	3026.903	3038.414	27211	0	159
2025.04.04	15:00:00	3038.438	3050.491	3023.756	3026.493	28607	0	159
2025.04.04	15:30:00	3026.448	3035.554	3016.939	3021.951	23097	0	159
2025.04.04	16:00:00	3021.908	3032.390	3017.578	3030.738	16465	0	159
2025.04.04	16:30:00	3030.700	3036.782	3026.716	3030.875	12645	0	159
2025.04.04	17:00:00	3030.909	3032.932	3017.179	3018.462	12119	0	159
2025.04.04	17:30:00	3018.428	3028.515	3015.593	3025.754	13329	0	159
2025.04.04	18:00:00	3025.714	3027.883	3021.505	3024.575	8238	0	159
2025.04.04	18:30:00	3024.557	3026.093	3017.896	3025.483	6899	0	159
2025.04.04	19:00:00	3025.508	3034.657	3021.998	3028.576	8806	0	159
2025.04.04	19:30:00	3028.611	3040.925	3027.726	3036.427	11175	0	159
2025.04.04	20:00:00	3036.464	3040.940	3033.840	3038.159	4815	0	159
2025.04.04	20:30:00	3038.133	3040.469	3035.687	3038.506	4191	0	159
2025.04.06	22:00:00	3028.686	3032.445	2999.897	3015.292	8890	0	159
2025.04.06	22:30:00	3015.253	3022.059	3005.102	3009.937	9336	0	159
2025.04.06	23:00:00	3009.903	3017.165	2982.749	2985.438	11661	0	159
2025.04.06	23:30:00	2985.465	3002.291	2977.024	2999.944	16484	0	159
2025.04.07	00:00:00	2999.954	3009.722	2970.689	2985.330	19709	0	159
2025.04.07	00:30:00	2985.380	2992.867	2972.930	2978.978	14391	0	159
2025.04.07	01:00:00	2978.935	3021.073	2972.073	3018.940	37498	0	159
2025.04.07	01:30:00	3018.967	3055.686	3016.274	3038.425	38437	0	159
2025.04.07	02:00:00	3038.383	3055.804	3036.027	3042.585	20512	0	159
2025.04.07	02:30:00	3042.589	3045.083	3024.274	3025.844	16630	0	159
2025.04.07	03:00:00	3025.820	3031.466	3021.901	3029.924	12423	0	159
2025.04.07	03:30:00	3029.887	3034.109	3017.067	3018.926	10458	0	159
2025.04.07	04:00:00	3018.955	3031.821	3018.955	3026.536	7494	0	159
2025.04.07	04:30:00	3026.486	3035.700	3025.123	3035.470	6733	0	159
2025.04.07	05:00:00	3035.425	3040.126	3024.900	3038.780	9228	0	159
2025.04.07	05:30:00	3038.833	3044.629	3031.820	3032.008	11280	0	159
2025.04.07	06:00:00	3031.952	3033.584	3016.693	3018.568	14417	0	159
2025.04.07	06:30:00	3018.595	3031.829	3018.595	3029.858	14908	0	159
2025.04.07	07:00:00	3029.887	3030.798	3013.200	3019.107	21794	0	159
2025.04.07	07:30:00	3019.083	3029.170	3015.926	3018.569	16024	0	159
2025.04.07	08:00:00	3018.537	3029.912	3017.685	3023.506	14603	0	159
2025.04.07	08:30:00	3023.480	3035.525	3020.918	3031.228	9538	0	159
2025.04.07	09:00:00	3031.187	3033.497	3019.551	3026.506	8982	0	159
2025.04.07	09:30:00	3026.542	3031.615	3019.686	3025.163	11119	0	159
2025.04.07	10:00:00	3025.192	3033.243	3024.100	3032.647	11388	0	159
2025.04.07	10:30:00	3032.691	3036.473	3030.114	3031.415	10506	0	159
2025.04.07	11:00:00	3031.372	3044.174	3030.951	3040.126	11437	0	159
2025.04.07	11:30:00	3040.131	3046.148	3030.217	3031.270	13313	0	159
2025.04.07	12:00:00	3031.296	3031.805	3024.531	3026.675	17048	0	159
2025.04.07	12:30:00	3026.652	3032.915	3014.710	3031.107	20092	0	159
2025.04.07	13:00:00	3031.079	3034.213	3021.367	3024.630	16397	0	159
2025.04.07	13:30:00	3024.635	3026.755	3002.122	3015.480	33470	0	159
2025.04.07	14:00:00	3015.431	3038.036	3005.051	3008.763	40924	0	159
2025.04.07	14:30:00	3008.738	3013.833	2996.453	2999.271	34857	0	159
2025.04.07	15:00:00	2999.309	3004.853	2983.857	2986.813	23792	0	159
2025.04.07	15:30:00	2986.841	2988.704	2979.810	2987.544	18644	0	159
2025.04.07	16:00:00	2987.452	2987.862	2975.156	2977.866	14283	0	159
2025.04.07	16:30:00	2977.841	2984.784	2969.834	2970.538	11885	0	159
2025.04.07	17:00:00	2970.570	2975.217	2956.766	2958.993	21084	0	159
2025.04.07	17:30:00	2959.034	2973.725	2956.374	2970.050	14016	0	159
2025.04.07	18:00:00	2970.085	2974.172	2969.121	2969.712	9139	0	159
2025.04.07	18:30:00	2969.738	2976.717	2964.000	2965.824	7857	0	159
2025.04.07	19:00:00	2965.778	2975.455	2965.320	2974.143	7927	0	159
2025.04.07	19:30:00	2974.171	2982.104	2973.475	2976.636	8523	0	159
2025.04.07	20:00:00	2976.590	2986.002	2969.884	2983.938	5319	0	159
2025.04.07	20:30:00	2983.941	2986.197	2982.212	2982.355	2938	0	159
2025.04.07	22:00:00	2982.102	2985.785	2980.898	2985.588	4095	0	160
2025.04.07	22:30:00	2985.577	2988.669	2983.438	2986.678	2892	0	159
2025.04.07	23:00:00	2986.678	2987.403	2981.594	2981.831	2894	0	159
2025.04.07	23:30:00	2981.802	2983.393	2978.548	2981.328	4581	0	159
2025.04.08	00:00:00	2981.363	2988.974	2980.306	2988.916	8041	0	159
2025.04.08	00:30:00	2988.880	2992.659	2982.905	2985.399	7613	0	159
2025.04.08	01:00:00	2985.357	3000.952	2983.566	2996.057	17515	0	159
2025.04.08	01:30:00	2996.013	3003.183	2994.837	2999.716	10354	0	159
2025.04.08	02:00:00	2999.810	3004.694	2998.272	2999.727	7520	0	159
2025.04.08	02:30:00	2999.701	3004.876	2998.615	3000.820	6245	0	159
2025.04.08	03:00:00	3000.829	3001.065	2993.045	2995.361	7471	0	159
2025.04.08	03:30:00	2995.317	2999.115	2993.559	2994.741	4985	0	159
2025.04.08	04:00:00	2994.716	2999.860	2994.165	2996.006	4288	0	159
2025.04.08	04:30:00	2996.044	3002.901	2990.880	3002.229	6277	0	159
2025.04.08	05:00:00	3002.197	3005.320	2999.891	3000.002	5165	0	159
2025.04.08	05:30:00	3000.013	3008.360	2999.422	3005.599	8069	0	159
2025.04.08	06:00:00	3005.626	3013.637	3002.419	3011.698	9783	0	159
2025.04.08	06:30:00	3011.742	3015.779	3010.642	3013.250	8680	0	159
2025.04.08	07:00:00	3013.276	3013.914	3007.588	3009.861	11057	0	159
2025.04.08	07:30:00	3009.899	3011.467	3001.943	3003.607	9353	0	159
2025.04.08	08:00:00	3003.579	3009.322	3001.201	3008.873	6156	0	159
2025.04.08	08:30:00	3008.793	3009.059	3003.615	3007.426	4742	0	159
2025.04.08	09:00:00	3007.384	3007.384	2994.793	2995.775	5474	0	159
2025.04.08	09:30:00	2995.824	3007.814	2995.824	3006.824	7693	0	159
2025.04.08	10:00:00	3006.862	3008.798	3004.096	3008.043	5257	0	159
2025.04.08	10:30:00	3007.935	3010.283	3005.403	3008.971	3272	0	160
2025.04.08	11:00:00	3008.952	3014.214	3008.603	3010.624	4461	0	159
2025.04.08	11:30:00	3010.593	3019.502	3008.887	3017.379	5511	0	159
2025.04.08	12:00:00	3017.467	3019.434	3003.217	3009.637	9587	0	159
2025.04.08	12:30:00	3009.630	3012.935	3002.358	3002.581	7874	0	159
2025.04.08	13:00:00	3002.573	3022.746	3002.544	3013.708	13006	0	159
2025.04.08	13:30:00	3013.682	3017.193	3003.914	3010.414	14449	0	159
2025.04.08	14:00:00	3010.319	3017.932	3008.337	3012.433	11012	0	159
2025.04.08	14:30:00	3012.457	3018.218	3005.852	3006.181	9310	0	159
2025.04.08	15:00:00	3006.215	3009.958	3002.551	3007.758	7939	0	159
2025.04.08	15:30:00	3007.788	3012.420	3001.241	3001.545	6176	0	159
2025.04.08	16:00:00	3001.596	3001.596	2992.417	2994.680	6629	0	159
2025.04.08	16:30:00	2994.780	2996.063	2984.324	2986.021	9971	0	159
2025.04.08	17:00:00	2986.062	2986.468	2975.282	2976.605	9930	0	159
2025.04.08	17:30:00	2976.603	2987.415	2974.596	2985.158	8472	0	159
2025.04.08	18:00:00	2985.048	2985.937	2979.367	2985.721	5467	0	159
2025.04.08	18:30:00	2985.711	2992.374	2981.619	2983.636	6254	0	159
2025.04.08	19:00:00	2983.598	2987.555	2978.012	2981.298	4602	0	159
2025.04.08	19:30:00	2981.306	2987.505	2976.648	2984.959	5351	0	159
2025.04.08	20:00:00	2984.996	2986.549	2977.139	2980.683	3167	0	159
2025.04.08	20:30:00	2980.608	2982.947	2979.126	2982.305	2304	0	159
2025.04.08	22:00:00	2984.367	2985.446	2980.958	2984.513	2500	0	159
2025.04.08	22:30:00	2984.521	2985.339	2980.131	2981.925	2723	0	160
2025.04.08	23:00:00	2981.963	2990.888	2979.191	2980.998	4508	0	159
2025.04.08	23:30:00	2981.043	2981.250	2969.978	2978.367	6628	0	159
2025.04.09	00:00:00	2978.398	2985.700	2975.019	2984.289	9663	0	159
2025.04.09	00:30:00	2984.252	2987.058	2974.780	2980.350	8559	0	159
2025.04.09	01:00:00	2980.393	2991.553	2972.466	2990.144	15878	0	159
2025.04.09	01:30:00	2990.113	3009.873	2988.430	3008.771	16676	0	159
2025.04.09	02:00:00	3008.715	3011.285	2999.895	3004.629	9113	0	159
2025.04.09	02:30:00	3004.655	3008.654	3000.071	3002.965	6742	0	159
2025.04.09	03:00:00	3002.944	3008.958	3002.555	3008.251	5813	0	159
2025.04.09	03:30:00	3008.246	3009.809	3003.035	3004.464	6122	0	159
2025.04.09	04:00:00	3004.464	3012.066	2999.507	3008.541	8250	0	159
2025.04.09	04:30:00	3008.546	3014.175	3007.460	3012.407	6142	0	159
2025.04.09	05:00:00	3012.370	3020.536	3005.502	3017.503	9289	0	159
2025.04.09	05:30:00	3017.476	3018.637	3012.102	3015.450	8895	0	160
2025.04.09	06:00:00	3015.489	3033.295	3014.561	3029.399	12783	0	159
2025.04.09	06:30:00	3029.296	3040.962	3027.949	3039.063	10135	0	159
2025.04.09	07:00:00	3039.105	3052.375	3034.366	3043.246	12607	0	159
2025.04.09	07:30:00	3043.202	3048.499	3039.494	3041.091	8661	0	159
2025.04.09	08:00:00	3041.050	3051.233	3038.050	3045.562	8307	0	159
2025.04.09	08:30:00	3045.540	3046.893	3040.404	3044.052	6274	0	159
2025.04.09	09:00:00	3043.951	3047.992	3038.522	3043.792	5845	0	159
2025.04.09	09:30:00	3043.817	3049.693	3043.442	3045.013	5403	0	159
2025.04.09	10:00:00	3045.008	3046.980	3038.209	3039.476	6934	0	159
2025.04.09	10:30:00	3039.448	3045.625	3039.396	3042.884	5090	0	159
2025.04.09	11:00:00	3042.910	3065.037	3036.074	3060.312	14177	0	159
2025.04.09	11:30:00	3060.310	3068.113	3057.832	3066.596	13545	0	159
2025.04.09	12:00:00	3066.641	3073.082	3048.808	3053.998	16587	0	159
2025.04.09	12:30:00	3054.029	3055.232	3042.626	3047.418	12772	0	159
2025.04.09	13:00:00	3047.446	3061.620	3047.281	3060.466	15627	0	159
2025.04.09	13:30:00	3060.423	3077.986	3060.125	3075.372	17763	0	159
2025.04.09	14:00:00	3075.336	3084.662	3068.386	3083.438	11872	0	159
2025.04.09	14:30:00	3083.429	3084.118	3069.157	3070.576	9703	0	159
2025.04.09	15:00:00	3070.480	3087.773	3065.334	3084.450	9356	0	159
2025.04.09	15:30:00	3084.485	3087.668	3078.489	3086.288	6543	0	159
2025.04.09	16:00:00	3086.330	3090.772	3082.707	3086.244	6385	0	160
2025.04.09	16:30:00	3086.201	3094.776	3085.593	3092.332	5799	0	159
2025.04.09	17:00:00	3092.444	3099.081	3058.855	3060.216	19482	0	159
2025.04.09	17:30:00	3060.247	3075.651	3051.123	3059.983	26759	0	159
2025.04.09	18:00:00	3059.942	3068.962	3048.521	3063.990	18090	0	159
2025.04.09	18:30:00	3064.023	3073.508	3063.417	3067.141	11069	0	159
2025.04.09	19:00:00	3067.216	3095.832	3064.255	3091.572	11872	0	159
2025.04.09	19:30:00	3091.543	3099.673	3084.460	3093.574	10465	0	159
2025.04.09	20:00:00	3093.620	3095.551	3086.252	3090.480	5551	0	159
2025.04.09	20:30:00	3090.477	3091.488	3078.164	3083.131	3723	0	159
2025.04.09	22:00:00	3080.368	3082.874	3071.426	3078.631	4874	0	159
2025.04.09	22:30:00	3078.653	3089.976	3078.507	3080.057	4062	0	159
2025.04.09	23:00:00	3080.052	3086.077	3079.567	3085.579	3367	0	160
2025.04.09	23:30:00	3085.562	3089.022	3082.494	3086.784	5223	0	159
2025.04.10	00:00:00	3086.745	3096.635	3081.310	3096.133	8414	0	159
2025.04.10	00:30:00	3096.168	3101.463	3092.961	3097.195	8211	0	159
2025.04.10	01:00:00	3097.171	3100.600	3082.598	3087.690	13057	0	159
2025.04.10	01:30:00	3087.695	3095.623	3078.431	3094.115	10874	0	159
2025.04.10	02:00:00	3094.069	3117.185	3093.928	3111.515	13282	0	159
2025.04.10	02:30:00	3111.540	3120.381	3110.694	3119.296	9264	0	159
2025.04.10	03:00:00	3119.256	3131.834	3115.318	3123.935	10003	0	159
2025.04.10	03:30:00	3123.936	3130.529	3120.595	3125.408	4795	0	159
2025.04.10	04:00:00	3125.386	3129.434	3124.368	3126.918	4890	0	159
2025.04.10	04:30:00	3126.988	3127.678	3121.164	3125.325	3956	0	159
2025.04.10	05:00:00	3125.346	3132.616	3124.714	3125.318	5462	0	159
2025.04.10	05:30:00	3125.283	3125.804	3112.716	3122.424	6665	0	159
2025.04.10	06:00:00	3122.387	3126.345	3120.176	3121.589	6258	0	159
2025.04.10	06:30:00	3121.621	3123.275	3118.922	3122.117	6049	0	159
2025.04.10	07:00:00	3122.135	3123.528	3116.805	3117.143	7641	0	159
2025.04.10	07:30:00	3117.131	3117.136	3106.551	3108.703	8314	0	159
2025.04.10	08:00:00	3108.704	3115.778	3108.704	3114.231	7052	0	159
2025.04.10	08:30:00	3114.211	3114.211	3104.686	3105.075	6966	0	159
2025.04.10	09:00:00	3105.075	3111.128	3103.182	3109.883	5366	0	159
2025.04.10	09:30:00	3109.909	3118.084	3105.167	3116.574	5816	0	159
2025.04.10	10:00:00	3116.599	3122.649	3114.358	3119.424	5211	0	159
2025.04.10	10:30:00	3119.439	3121.404	3115.247	3119.767	5480	0	159
2025.04.10	11:00:00	3119.793	3122.483	3113.208	3122.274	6131	0	159
2025.04.10	11:30:00	3122.239	3125.650	3118.865	3124.648	6184	0	159
