<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.01	07:45:00	3126.241	3128.464	3124.073	3127.638	3452	0	159
2025.04.01	08:00:00	3127.594	3135.408	3126.392	3135.132	4047	0	159
2025.04.01	08:15:00	3135.093	3135.653	3131.464	3132.385	2433	0	160
2025.04.01	08:30:00	3132.345	3133.899	3131.015	3132.433	1882	0	159
2025.04.01	08:45:00	3132.377	3133.262	3129.430	3130.909	1604	0	160
2025.04.01	09:00:00	3130.950	3132.902	3130.077	3131.522	1528	0	160
2025.04.01	09:15:00	3131.534	3134.111	3130.930	3132.391	1703	0	159
2025.04.01	09:30:00	3132.355	3133.486	3130.942	3133.078	1554	0	159
2025.04.01	09:45:00	3133.088	3133.611	3130.316	3132.344	1985	0	160
2025.04.01	10:00:00	3132.357	3135.763	3130.793	3135.300	2442	0	159
2025.04.01	10:15:00	3135.187	3138.997	3134.855	3136.169	2588	0	160
2025.04.01	10:30:00	3136.128	3137.781	3131.842	3133.985	2727	0	159
2025.04.01	10:45:00	3133.936	3134.772	3132.215	3132.412	2114	0	159
2025.04.01	11:00:00	3132.374	3133.783	3130.773	3133.604	2311	0	160
2025.04.01	11:15:00	3133.710	3135.815	3129.152	3130.775	2343	0	160
2025.04.01	11:30:00	3130.849	3133.635	3129.899	3132.668	2461	0	160
2025.04.01	11:45:00	3132.630	3133.201	3128.669	3130.319	2211	0	160
2025.04.01	12:00:00	3130.354	3133.038	3127.689	3132.102	2957	0	160
2025.04.01	12:15:00	3132.135	3134.299	3130.802	3133.575	3446	0	159
2025.04.01	12:30:00	3133.617	3134.596	3130.853	3133.088	2844	0	160
2025.04.01	12:45:00	3133.130	3134.296	3132.046	3133.235	2187	0	159
2025.04.01	13:00:00	3133.272	3137.100	3131.278	3134.653	4347	0	159
2025.04.01	13:15:00	3134.687	3135.318	3128.246	3129.253	4010	0	159
2025.04.01	13:30:00	3129.297	3134.964	3128.182	3132.520	5691	0	159
2025.04.01	13:45:00	3132.561	3134.540	3130.822	3133.774	4611	0	159
2025.04.01	14:00:00	3133.783	3135.447	3124.148	3125.474	6464	0	159
2025.04.01	14:15:00	3125.540	3130.495	3123.703	3126.941	6780	0	159
2025.04.01	14:30:00	3126.860	3130.020	3124.405	3127.041	5638	0	159
2025.04.01	14:45:00	3127.056	3131.637	3125.876	3128.694	4687	0	159
2025.04.01	15:00:00	3128.737	3133.056	3128.056	3130.963	4042	0	159
2025.04.01	15:15:00	3130.999	3131.621	3125.658	3126.617	4264	0	159
2025.04.01	15:30:00	3126.618	3127.329	3119.174	3121.241	4390	0	159
2025.04.01	15:45:00	3121.134	3124.144	3113.376	3113.725	7080	0	159
2025.04.01	16:00:00	3113.690	3116.808	3106.546	3107.143	7933	0	159
2025.04.01	16:15:00	3107.148	3108.883	3100.761	3107.842	7122	0	159
2025.04.01	16:30:00	3107.872	3110.541	3105.181	3107.134	5235	0	159
2025.04.01	16:45:00	3107.115	3110.812	3106.291	3106.653	3378	0	159
2025.04.01	17:00:00	3106.690	3108.696	3105.648	3108.562	2554	0	159
2025.04.01	17:15:00	3108.526	3114.249	3108.526	3113.917	3314	0	160
2025.04.01	17:30:00	3113.883	3114.515	3112.160	3113.048	2316	0	160
2025.04.01	17:45:00	3113.006	3114.413	3112.572	3113.641	1454	0	159
2025.04.01	18:00:00	3113.613	3117.087	3113.289	3116.794	1927	0	159
2025.04.01	18:15:00	3116.827	3117.303	3114.079	3116.350	1713	0	159
2025.04.01	18:30:00	3116.448	3118.665	3113.335	3113.525	1561	0	159
2025.04.01	18:45:00	3113.558	3115.043	3113.291	3114.183	1436	0	160
2025.04.01	19:00:00	3114.201	3115.200	3113.711	3115.065	1144	0	160
2025.04.01	19:15:00	3115.031	3118.410	3114.881	3117.003	1285	0	160
2025.04.01	19:30:00	3117.087	3117.679	3116.401	3116.919	1335	0	160
2025.04.01	19:45:00	3116.933	3119.013	3116.760	3118.723	1514	0	159
2025.04.01	20:00:00	3118.681	3118.956	3117.971	3118.360	747	0	159
2025.04.01	20:15:00	3118.381	3119.877	3118.131	3119.611	572	0	159
2025.04.01	20:30:00	3119.599	3120.794	3118.303	3118.525	667	0	160
2025.04.01	20:45:00	3118.523	3119.445	3113.095	3114.308	1575	0	159
2025.04.01	22:00:00	3114.278	3114.935	3112.164	3112.425	1135	0	159
2025.04.01	22:15:00	3112.426	3112.614	3107.742	3111.467	1739	0	159
2025.04.01	22:30:00	3111.456	3113.554	3111.298	3112.778	941	0	160
2025.04.01	22:45:00	3112.775	3113.366	3110.908	3111.381	989	0	159
2025.04.01	23:00:00	3111.418	3113.956	3111.222	3112.036	1042	0	160
2025.04.01	23:15:00	3111.989	3113.415	3111.857	3112.686	707	0	159
2025.04.01	23:30:00	3112.689	3113.858	3111.281	3113.808	1022	0	160
2025.04.01	23:45:00	3113.804	3116.186	3113.230	3115.168	1461	0	159
2025.04.02	00:00:00	3115.160	3115.451	3112.970	3113.744	1870	0	160
2025.04.02	00:15:00	3113.745	3121.951	3113.287	3121.533	2663	0	159
2025.04.02	00:30:00	3121.528	3122.998	3120.330	3120.733	1806	0	160
2025.04.02	00:45:00	3120.751	3123.761	3120.415	3122.896	1813	0	160
2025.04.02	01:00:00	3122.883	3132.795	3121.338	3132.205	4697	0	159
2025.04.02	01:15:00	3132.205	3134.090	3130.585	3133.455	3376	0	159
2025.04.02	01:30:00	3133.479	3135.388	3129.343	3130.181	3869	0	159
2025.04.02	01:45:00	3130.124	3134.022	3129.597	3133.162	5196	0	159
2025.04.02	02:00:00	3133.117	3135.703	3132.098	3132.818	2956	0	159
2025.04.02	02:15:00	3132.720	3133.759	3130.780	3132.346	2975	0	159
2025.04.02	02:30:00	3132.304	3132.938	3130.113	3131.567	2510	0	160
2025.04.02	02:45:00	3131.540	3133.782	3128.534	3128.610	2255	0	159
2025.04.02	03:00:00	3128.581	3132.120	3127.139	3131.617	2241	0	159
2025.04.02	03:15:00	3131.543	3131.776	3128.760	3129.323	1912	0	159
2025.04.02	03:30:00	3129.306	3129.391	3126.159	3127.936	1611	0	160
2025.04.02	03:45:00	3127.870	3127.967	3124.583	3125.489	1529	0	160
2025.04.02	04:00:00	3125.458	3126.779	3124.784	3125.684	1360	0	160
2025.04.02	04:15:00	3125.710	3125.981	3124.111	3124.201	961	0	160
2025.04.02	04:30:00	3124.195	3124.681	3118.177	3119.487	1777	0	159
2025.04.02	04:45:00	3119.482	3120.592	3115.548	3116.192	2644	0	159
2025.04.02	05:00:00	3116.156	3117.613	3114.143	3116.556	2503	0	159
2025.04.02	05:15:00	3116.541	3117.907	3112.143	3112.738	2492	0	159
2025.04.02	05:30:00	3112.772	3117.239	3108.623	3116.402	6375	0	159
2025.04.02	05:45:00	3116.383	3119.218	3115.370	3117.982	2359	0	159
2025.04.02	06:00:00	3117.982	3119.061	3113.980	3115.369	2821	0	160
2025.04.02	06:15:00	3115.475	3119.701	3115.427	3116.414	2555	0	159
2025.04.02	06:30:00	3116.405	3118.802	3114.553	3118.361	1958	0	159
2025.04.02	06:45:00	3118.342	3118.998	3116.356	3116.541	1847	0	159
2025.04.02	07:00:00	3116.575	3117.231	3112.176	3113.641	2979	0	160
2025.04.02	07:15:00	3113.656	3118.330	3113.470	3116.773	1912	0	160
2025.04.02	07:30:00	3116.772	3119.625	3115.710	3119.625	1542	0	160
2025.04.02	07:45:00	3119.589	3126.039	3119.153	3125.314	1877	0	160
2025.04.02	08:00:00	3125.275	3127.667	3123.356	3125.425	2331	0	159
2025.04.02	08:15:00	3125.413	3130.207	3124.780	3128.585	2230	0	159
2025.04.02	08:30:00	3128.560	3133.804	3127.980	3132.974	4236	0	159
2025.04.02	08:45:00	3132.934	3133.878	3130.936	3131.305	2004	0	160
2025.04.02	09:00:00	3131.257	3131.568	3127.936	3128.862	2467	0	159
2025.04.02	09:15:00	3128.826	3131.165	3127.779	3130.677	1933	0	160
2025.04.02	09:30:00	3130.673	3131.458	3126.966	3129.026	2046	0	159
2025.04.02	09:45:00	3129.062	3131.272	3128.650	3130.997	1271	0	160
2025.04.02	10:00:00	3131.018	3131.345	3128.804	3130.034	1760	0	159
